captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108SD42426,live,0.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:28:03.722Z,0,686,0.0,47239,0,0.0,48751,0,0.0,48761,0,0.0,368000,99,0,654757,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108SD42426,live,0.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:04:03.854Z,0,686,0.0,47239,0,0.0,48751,0,0.0,48761,0,0.0,368000,99,0,654757,0,0,,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108SD42426,live,0.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:00:08.313Z,0,686,0.0,47239,0,0.0,48751,0,0.0,48761,0,0.0,368000,99,0,654757,0,0,X,2022-11-09T02:00:06.798Z,0.0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108SD42426,live,2.38,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:11:19.391Z,25,686,3.64,47239,6294,71.76,48751,2098,23.92,48761,379,4.32,368000,99,8771,654757,25,16,X,2022-11-09T02:00:06.798Z,0.0,1.0
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108SD42426,live,3.09,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:15:37.246Z,30,686,4.37,47239,8215,72.35,48751,2653,23.36,48761,487,4.29,368000,99,11355,654757,30,21,X,2022-11-09T02:00:06.798Z,0.0,1.0
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108SD42426,live,5.32,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:22:31.354Z,37,686,5.39,47239,13906,71.0,48751,4862,24.82,48761,819,4.18,368000,99,19587,654757,37,37,X,2022-11-09T02:00:06.798Z,0.0,1.0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108SD42426,live,5.32,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:26:21.272Z,37,686,5.39,47239,13906,71.0,48751,4862,24.82,48761,819,4.18,368000,99,19587,654757,37,37,X,2022-11-09T02:00:06.798Z,0.0,1.0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108SD42426,live,9.4,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:34:14.059Z,61,686,8.89,47239,23794,68.75,48751,9453,27.31,48761,1363,3.94,368000,99,34610,654757,61,65,X,2022-11-09T02:00:06.798Z,0.0,1.0
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108SD42426,live,10.82,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:39:56.327Z,67,686,9.77,47239,27196,68.31,48751,11096,27.87,48761,1521,3.82,368000,99,39813,654757,67,74,X,2022-11-09T02:00:06.798Z,0.0,1.0
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108SD42426,live,13.19,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:40:26.203Z,81,686,11.81,47239,33237,68.49,48751,13420,27.66,48761,1869,3.85,368000,99,48526,654757,81,90,X,2022-11-09T02:00:06.798Z,0.0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108SD42426,live,14.44,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:46:43.981Z,94,686,13.7,47239,36502,68.68,48751,14580,27.43,48761,2067,3.89,368000,99,53149,654757,94,99,X,2022-11-09T02:00:06.798Z,0.0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108SD42426,live,14.96,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:51:54.336Z,106,686,15.45,47239,37964,68.96,48751,14938,27.13,48761,2150,3.91,368000,99,55052,654757,106,103,X,2022-11-09T02:00:06.798Z,0.0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108SD42426,live,16.08,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:58:25.111Z,116,686,16.91,47239,41151,69.55,48751,15700,26.53,48761,2320,3.92,368000,99,59171,654757,116,110,X,2022-11-09T02:00:06.798Z,0.0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108SD42426,live,16.1,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:00:15.643Z,117,686,17.06,47239,41227,69.6,48751,15695,26.49,48761,2316,3.91,368000,99,59238,654757,117,110,X,2022-11-09T02:00:06.798Z,0.0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108SD42426,live,16.18,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:06:14.267Z,117,686,17.06,47239,41427,69.58,48751,15780,26.51,48761,2328,3.91,368000,99,59535,654757,117,111,X,2022-11-09T02:00:06.798Z,0.0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108SD42426,live,19.89,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:12:45.457Z,148,686,21.57,47239,51289,70.09,48751,18996,25.96,48761,2895,3.96,368000,99,73180,654757,148,136,X,2022-11-09T02:00:06.798Z,0.0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108SD42426,live,21.7,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:16:28.049Z,165,686,24.05,47239,56590,70.86,48751,20160,25.24,48761,3115,3.9,368000,99,79865,654757,165,149,X,2022-11-09T02:00:06.798Z,0.0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108SD42426,live,21.7,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:18:08.305Z,165,686,24.05,47239,56590,70.86,48751,20160,25.24,48761,3115,3.9,368000,99,79865,654757,165,149,X,2022-11-09T02:00:06.798Z,0.0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108SD42426,live,24.0,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:23:45.564Z,180,686,26.24,47239,63154,71.5,48751,21729,24.6,48761,3442,3.9,368000,99,88325,654757,180,165,X,2022-11-09T02:00:06.798Z,0.0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108SD42426,live,27.86,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:31:54.668Z,210,686,30.61,47239,73635,71.81,48751,24898,24.28,48761,4005,3.91,368000,99,102538,654757,210,191,X,2022-11-09T02:00:06.798Z,0.0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108SD42426,live,29.16,SD,South Dakota,42,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:36:55.900Z,221,686,32.22,47239,76794,71.56,48751,26312,24.52,48761,4204,3.92,368000,99,107310,654757,221,200,X,2022-11-09T02:00:06.798Z,0.0,
