captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.86456.first,candidates.86456.last,candidates.86456.party,candidates.86456.candidateID,candidates.86456.ballotOrder,candidates.86456.polID,candidates.86456.polNum,candidates.86456.electWon,candidates.86460.first,candidates.86460.last,candidates.86460.abbrv,candidates.86460.party,candidates.86460.candidateID,candidates.86460.ballotOrder,candidates.86460.polID,candidates.86460.polNum,candidates.86460.electWon,candidates.86460.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday80,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,298099,99,0,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,298099,99,80621,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,298099,99,117313,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,298099,99,183724,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,
1667973600,2022-11-09 00:00:00 -0600,bfc0ff3fe5ed1f4adc762f2d1128321f016d691f,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,298099,99,265647,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,
1668013107,2022-11-09 10:58:27 -0600,c1dd85264039d93e9856f08ffcb84de87087a69c,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,298099,99,265647,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,2022-11-09T16:57:06.750Z
1668014809,2022-11-09 11:26:49 -0600,fffdf43f0b6fc755d70750f983e80a24f6b5fc65,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,279628,99,265647,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,2022-11-09T16:57:06.750Z
1668117191,2022-11-10 15:53:11 -0600,12f1f9930a0182e1c5e7a86b3017731ccb117ed0,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,279628,99,265980,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,2022-11-09T16:57:06.750Z
1668187558,2022-11-11 11:25:58 -0600,b064b64bd1be9865510ff7ba0f4770c5ed0ac107,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,279979,99,265980,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,2022-11-09T16:57:06.750Z
1668193328,2022-11-11 13:02:08 -0600,152cba3e0b05932b7d6ba8e5f329ba852415df94,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,279979,99,267614,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,2022-11-09T16:57:06.750Z
1668463639,2022-11-14 16:07:19 -0600,544f45ca5358ec813157eb0a5881652fc6f2f5a1,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,279979,99,268140,1003658,True,20221108NY36584,2022-11-08,NY,Laura,Gillen,Dem,86456,1,71419,53186,0,Anthony,D'Esposito,D'Espost,GOP,86460,2,71420,55625,0,2022-11-09T16:57:06.750Z
