captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.18827.first,candidates.18827.last,candidates.18827.incumbent,candidates.18827.party,candidates.18827.candidateID,candidates.18827.ballotOrder,candidates.18827.polID,candidates.18827.polNum,candidates.18827.electWon,candidates.22552.first,candidates.22552.last,candidates.22552.party,candidates.22552.candidateID,candidates.22552.ballotOrder,candidates.22552.polID,candidates.22552.polNum,candidates.22552.electWon,candidates.22763.first,candidates.22763.last,candidates.22763.party,candidates.22763.candidateID,candidates.22763.ballotOrder,candidates.22763.polID,candidates.22763.polNum,candidates.22763.electWon,candidates.22764.first,candidates.22764.last,candidates.22764.party,candidates.22764.candidateID,candidates.22764.ballotOrder,candidates.22764.polID,candidates.22764.polNum,candidates.22764.electWon,candidates.18827.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CT-20221108_Eday80,7,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,294383,95,0,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CT-20221108_Eday81,7,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,294383,95,0,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,294105,95,9397,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293866,95,11391,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293866,95,13973,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293877,95,13973,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293877,95,18232,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293877,95,13973,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293877,95,18232,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,293640,95,18232,932189,True,20221108CT7011,2022-11-08,CT,18827,Rosa,DeLauro,True,Dem,18827,1,1141,10421,0,Lesley,DeNardis,GOP,22552,2,71295,14944,0,Amy,Chai,Ind,22763,3,71816,15093,0,Justin,Paglino,Grn,22764,4,69655,14901,0,
