captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108CT7011,live,0.0,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T20:30:21.132Z,0,175,0.0,18827,0,0.0,22764,0,0.0,22552,0,0.0,22763,0,0.0,294383,95,0,932189,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108CT7011,live,0.0,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T15:23:15.918Z,0,175,0.0,18827,0,0.0,22764,0,0.0,22552,0,0.0,22763,0,0.0,294383,95,0,932189,0,0,,,,
1667949299,2022-11-08 23:14:59 +0000,b334f05b75bafb94958f7797e615fb57e746d9de,20221108CT7011,live,0.0,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:11:04.641Z,0,175,0.0,18827,0,0.0,22764,0,0.0,22552,0,0.0,22763,0,0.0,294383,95,0,932189,0,0,,,,
1667951715,2022-11-08 23:55:15 +0000,faab8f07ee94099dfc5995c0bbfcebae02c81c74,20221108CT7011,live,0.0,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:49:14.641Z,0,175,0.0,18827,0,0.0,22764,0,0.0,22552,0,0.0,22763,0,0.0,294383,95,0,932189,0,0,,,,
1667951984,2022-11-08 23:59:44 +0000,1d5f0496addabb850b6478bc4089a95c0ef07c4b,20221108CT7011,live,0.0,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:53:00.808Z,0,175,0.0,18827,0,0.0,22764,0,0.0,22552,0,0.0,22763,0,0.0,294383,95,0,932189,0,0,,,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108CT7011,live,1.4,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:30:07.507Z,5,175,2.86,18827,2373,57.75,22552,1659,40.37,22763,47,1.14,22764,30,0.73,294383,95,4109,932189,5,2,1.0,,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108CT7011,live,2.33,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:35:48.882Z,6,175,3.43,18827,3532,51.57,22552,3182,46.46,22763,91,1.33,22764,44,0.64,294105,95,6849,932189,6,4,1.0,,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108CT7011,live,3.2,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:41:34.605Z,7,175,4.0,18827,5019,53.41,22552,4175,44.43,22763,129,1.37,22764,74,0.79,294105,95,9397,932189,7,6,1.0,,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108CT7011,live,3.87,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:54:23.375Z,9,175,5.14,18827,5953,52.26,22552,5165,45.34,22763,187,1.64,22764,86,0.75,294105,95,11391,932189,9,7,1.0,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108CT7011,live,3.88,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:02:16.425Z,9,175,5.14,18827,5953,52.26,22552,5165,45.34,22763,187,1.64,22764,86,0.75,293866,95,11391,932189,9,7,1.0,0.0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108CT7011,live,3.88,CT,Connecticut,7,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:08:26.937Z,9,175,5.14,18827,5953,52.26,22552,5165,45.34,22763,187,1.64,22764,86,0.75,293866,95,11391,932189,9,7,1.0,0.0,,
