captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.22751.first,candidates.22751.last,candidates.22751.abbrv,candidates.22751.party,candidates.22751.candidateID,candidates.22751.ballotOrder,candidates.22751.polID,candidates.22751.polNum,candidates.22751.electWon,candidates.22752.first,candidates.22752.last,candidates.22752.incumbent,candidates.22752.party,candidates.22752.candidateID,candidates.22752.ballotOrder,candidates.22752.polID,candidates.22752.polNum,candidates.22752.electWon,candidates.22753.first,candidates.22753.last,candidates.22753.party,candidates.22753.candidateID,candidates.22753.ballotOrder,candidates.22753.polID,candidates.22753.polNum,candidates.22753.electWon,candidates.22752.winnerDateTime
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1733507,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1756006,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667972898,2022-11-08 23:48:18 -0600,7f5611a68542690dfbbea4b10f2d25fb123813f8,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1770700,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1770700,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667977447,2022-11-09 01:04:07 -0600,85b5a3bb4e8662c6fa8f3bf8244be3cdf20864e6,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667977490,2022-11-09 01:04:50 -0600,73af89bd198396be18bf17786481f7c1aff2cd2b,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667977529,2022-11-09 01:05:29 -0600,41a86a702268ec57df877a606f8777dfeb75024d,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667977571,2022-11-09 01:06:11 -0600,a52c232825af64477e8cc1b761cf52e3cfd7e241,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2154689,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667977610,2022-11-09 01:06:50 -0600,25c1857d0bb05ceb15bf5f1f5d1e6e8a9c199446,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1772052,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1667979231,2022-11-09 01:33:51 -0600,0aac9649608b65a23e9855cf5cacd405130eb626,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1772655,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668007794,2022-11-09 09:29:54 -0600,609efe51fa52be4e4ab0bca2d10e749e561c9ce4,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1797464,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668016873,2022-11-09 12:01:13 -0600,7b8e19c5a1731711af176adfaab402a07957a30f,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1799442,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668016914,2022-11-09 12:01:54 -0600,11f215671e900dba69a371e3d9921d3079dd7dc2,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1797464,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668016956,2022-11-09 12:02:36 -0600,e0786de1770723b37c4abaf99c5827707c690e6c,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1799442,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668026937,2022-11-09 14:48:57 -0600,942b1a4dd3314e8e7da9dbd5436d7e7ac3d72c8c,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1796053,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668028600,2022-11-09 15:16:40 -0600,af49ce5c068695b74d5d8bdc1268c976131cce4e,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1795547,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668034373,2022-11-09 16:52:53 -0600,c6d0ada17a75bba7e83a28ea6e49f51805529d25,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1795654,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668036023,2022-11-09 17:20:23 -0600,9ef899c35236989bf45e18d9bc81355182366fa2,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1806984,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668086208,2022-11-10 07:16:48 -0600,c6cb6be0df61b9ce09f9b48b91ac4dfe1e35cd85,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1836775,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668088579,2022-11-10 07:56:19 -0600,d45b22e0f062822632934692c62e78f164c5c9ae,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1837049,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668091429,2022-11-10 08:43:49 -0600,18f28c43fbaf8f9016cd70986fe809f04eb19556,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1843843,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668093906,2022-11-10 09:25:06 -0600,48930793a42c8121ade3430ac348b64d2d9352b1,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1862468,99,1843843,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668094118,2022-11-10 09:28:38 -0600,e1370bca3adc7f48299ad8e714f525c15c280f8f,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1843843,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668094496,2022-11-10 09:34:56 -0600,7fed92a99cf43ef64d03433ef34a71950833274b,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1862468,99,1843843,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668094583,2022-11-10 09:36:23 -0600,8f9201cf4585128f002d3115bf7ce238f41b53e4,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,2000000,99,1843843,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668094666,2022-11-10 09:37:46 -0600,0127c919b1a69dccebcbcc54a808cbe7c7fd34a8,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1862468,99,1843843,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668114159,2022-11-10 15:02:39 -0600,161ef958c98bc59f0f99b6949429f8900b7d5807,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1862468,99,1852018,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668115844,2022-11-10 15:30:44 -0600,9a680c036e03d601a407f691a46948837f49d378,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1862468,99,1853318,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668117571,2022-11-10 15:59:31 -0600,655cf5bc073626bd6e59a1a2d0738ff0dde2cded,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1872038,99,1853318,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668200980,2022-11-11 15:09:40 -0600,ac132a6a38f9cb5ac7406ce3189113a74ad9e3f1,IN-20221108_Eday80,15,General,G,Active Tabulation,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1872038,99,1855051,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
1668205147,2022-11-11 16:19:07 -0600,eb98a06474970bd8042ce852fe1be1818609aa13,IN-20221108_Eday80,15,General,G,Tabulation Paused,Called,S,U.S. Senate,Todd,Young,GOP,22752,60424,17458,True,True,True,1872038,99,1855051,4739047,True,20221108IN15765,2022-11-08,IN,22752,Thomas,McDermott,McDermtt,Dem,22751,2,68688,18451,0,Todd,Young,True,GOP,22752,1,60424,17458,0,James,Sceniak,Lib,22753,3,71633,18763,0,2022-11-09T01:26:46.765Z
