captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,20221108CO6615,live,73.04,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:39:44.305Z,231,491,47.05,13883,127679,51.59,13484,119811,48.41,338846,99,247490,1123403,231,359,0.0,1.0
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,20221108CO6615,live,73.01,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:39:49.853Z,231,491,47.05,13883,127679,51.59,13484,119811,48.41,339001,99,247490,1123403,231,358,0.0,1.0
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,20221108CO6615,live,73.01,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:40:25.910Z,231,491,47.05,13883,127679,51.59,13484,119811,48.41,339001,99,247490,1123403,231,358,0.0,1.0
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,20221108CO6615,live,73.44,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:45:01.107Z,231,491,47.05,13883,127679,51.59,13484,119811,48.41,336985,99,247490,1123403,231,361,0.0,1.0
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,20221108CO6615,live,73.44,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:47:30.261Z,231,491,47.05,13883,127679,51.59,13484,119811,48.41,336985,99,247490,1123403,231,361,0.0,1.0
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,20221108CO6615,live,74.71,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:49:11.469Z,231,491,47.05,13883,130048,51.66,13484,121697,48.34,336985,99,251745,1123403,231,367,0.0,1.0
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,20221108CO6615,live,75.28,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:51:09.960Z,231,491,47.05,13883,130958,51.62,13484,122721,48.38,336985,99,253679,1123403,231,370,0.0,1.0
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,20221108CO6615,live,77.0,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:52:36.525Z,238,491,48.47,13883,133888,51.6,13484,125593,48.4,336985,99,259481,1123403,238,378,0.0,1.0
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,20221108CO6615,live,77.06,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:53:33.495Z,238,491,48.47,13883,133982,51.59,13484,125704,48.41,336985,99,259686,1123403,238,378,0.0,1.0
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,20221108CO6615,live,77.06,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:01:05.495Z,238,491,48.47,13883,133982,51.59,13484,125704,48.41,336985,99,259686,1123403,238,378,0.0,1.0
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,20221108CO6615,live,77.3,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:03:52.221Z,238,491,48.47,13883,134307,51.56,13484,126184,48.44,336985,99,260491,1123403,238,380,0.0,1.0
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,20221108CO6615,live,77.3,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:05:17.525Z,238,491,48.47,13883,134307,51.56,13484,126184,48.44,336985,99,260491,1123403,238,380,0.0,1.0
1667971438,2022-11-08 23:23:58 -0600,d5ddddc05986f343066e92d34cfda0b6971066eb,20221108CO6615,live,77.34,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:22:33.568Z,238,491,48.47,13883,134403,51.57,13484,126236,48.43,336985,99,260639,1123403,238,380,0.0,1.0
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,20221108CO6615,live,77.34,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:24:25.609Z,238,491,48.47,13883,134403,51.57,13484,126236,48.43,336985,99,260639,1123403,238,380,0.0,1.0
1667971657,2022-11-08 23:27:37 -0600,d29b633bc901fb24234e16251a717d43d2b1d6c1,20221108CO6615,live,77.45,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:26:13.592Z,232,491,47.25,13883,134577,51.56,13484,126419,48.44,336985,99,260996,1123403,232,380,0.0,1.0
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,20221108CO6615,live,77.45,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:27:47.247Z,232,491,47.25,13883,134577,51.56,13484,126419,48.44,336985,99,260996,1123403,232,380,0.0,1.0
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,20221108CO6615,live,77.72,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:28:57.817Z,221,491,45.01,13883,134741,51.45,13484,127158,48.55,336985,99,261899,1123403,221,382,0.0,1.0
1667972308,2022-11-08 23:38:28 -0600,ba9f5f7b5ce443fdefcabab3b6292f3cd1310af6,20221108CO6615,live,77.37,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:36:32.023Z,221,491,45.01,13883,134741,51.45,13484,127158,48.55,338522,99,261899,1123403,221,380,0.0,1.0
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,20221108CO6615,live,77.37,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:36:32.023Z,221,491,45.01,13883,134741,51.45,13484,127158,48.55,338522,99,261899,1123403,221,380,0.0,1.0
1667972427,2022-11-08 23:40:27 -0600,ae4901446f849f3ab62f6a79323d475c59ad0832,20221108CO6615,live,77.58,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:38:52.927Z,221,491,45.01,13883,135303,51.52,13484,127327,48.48,338522,99,262630,1123403,221,381,0.0,1.0
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,20221108CO6615,live,77.58,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:43:48.946Z,221,491,45.01,13883,135303,51.52,13484,127327,48.48,338522,99,262630,1123403,221,381,0.0,1.0
1667972898,2022-11-08 23:48:18 -0600,7f5611a68542690dfbbea4b10f2d25fb123813f8,20221108CO6615,live,77.41,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:47:03.724Z,221,491,45.01,13883,135303,51.52,13484,127327,48.48,339260,99,262630,1123403,221,380,0.0,1.0
1667973028,2022-11-08 23:50:28 -0600,a3d91b8cb9f4b51cad939bdf33c45f8678401177,20221108CO6615,live,77.79,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:49:15.247Z,221,491,45.01,13883,135303,51.52,13484,127327,48.48,337610,99,262630,1123403,221,382,0.0,1.0
1667973292,2022-11-08 23:54:52 -0600,f4e2e76b95b1963799e86b607fe710743960389e,20221108CO6615,live,77.79,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:53:25.177Z,221,491,45.01,13883,135303,51.52,13484,127327,48.48,337610,99,262630,1123403,221,382,0.0,1.0
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,20221108CO6615,live,78.12,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:59:28.878Z,222,491,45.21,13883,135669,51.44,13484,128081,48.56,337610,99,263750,1123403,222,384,0.0,1.0
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,20221108CO6615,live,77.86,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:07:53.737Z,222,491,45.21,13883,135669,51.44,13484,128081,48.56,338741,99,263750,1123403,222,382,0.0,1.0
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,20221108CO6615,live,77.86,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:08:19.829Z,222,491,45.21,13883,135669,51.44,13484,128081,48.56,338741,99,263750,1123403,222,382,0.0,1.0
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,20221108CO6615,live,77.75,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:10:37.021Z,222,491,45.21,13883,135669,51.44,13484,128081,48.56,339246,99,263750,1123403,222,382,0.0,1.0
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,20221108CO6615,live,77.94,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:11:48.709Z,223,491,45.42,13883,136077,51.47,13484,128318,48.53,339246,99,264395,1123403,223,383,0.0,1.0
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,20221108CO6615,live,78.69,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:14:45.571Z,225,491,45.82,13883,136696,51.3,13484,129791,48.7,338636,99,266487,1123403,225,386,0.0,1.0
1667975114,2022-11-09 00:25:14 -0600,7de9a48755736c6c6b0e73777ec236e813c5ce50,20221108CO6615,live,79.26,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:23:51.865Z,225,491,45.82,13883,137502,51.23,13484,130909,48.77,338636,99,268411,1123403,225,389,0.0,1.0
1667975236,2022-11-09 00:27:16 -0600,c1052c94c7324634c2c5ef0a7e8880dd0af5593a,20221108CO6615,live,79.26,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:26:15.050Z,225,491,45.82,13883,137502,51.23,13484,130909,48.77,338636,99,268411,1123403,225,389,0.0,1.0
1667975361,2022-11-09 00:29:21 -0600,d37d846c431e83eb6217de33215cf28365760117,20221108CO6615,live,79.26,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:27:51.290Z,225,491,45.82,13883,137502,51.23,13484,130909,48.77,338636,99,268411,1123403,225,389,0.0,1.0
1667975652,2022-11-09 00:34:12 -0600,d498600900e4c0350d8f00907a8e8a97bd48aba6,20221108CO6615,live,80.24,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:32:56.747Z,252,491,51.32,13883,139268,51.25,13484,132466,48.75,338636,99,271734,1123403,252,394,0.0,1.0
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,20221108CO6615,live,80.86,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:36:09.717Z,254,491,51.73,13883,140275,51.23,13484,133563,48.77,338636,99,273838,1123403,254,397,0.0,1.0
1667976061,2022-11-09 00:41:01 -0600,2426095677e6aeddf8c3a2913a97b500b67dca61,20221108CO6615,live,80.86,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:40:03.235Z,254,491,51.73,13883,140275,51.23,13484,133563,48.77,338636,99,273838,1123403,254,397,0.0,1.0
1667978300,2022-11-09 01:18:20 -0600,cc039c86c955ff3ce99cab7d92b061779609269e,20221108CO6615,live,81.28,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:16:40.793Z,227,491,46.23,13883,141199,51.3,13484,134043,48.7,338636,99,275242,1123403,227,399,0.0,1.0
1667978461,2022-11-09 01:21:01 -0600,f1eaab2ad1bc5db55713124b104cf813b6eb5754,20221108CO6615,live,81.28,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:19:11.303Z,227,491,46.23,13883,141199,51.3,13484,134043,48.7,338636,99,275242,1123403,227,399,0.0,1.0
1667978542,2022-11-09 01:22:22 -0600,643a62c46ea55cf4fad03f9b86a6bd47ba933cb2,20221108CO6615,live,81.61,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:21:18.656Z,219,491,44.6,13883,141569,51.22,13484,134804,48.78,338636,99,276373,1123403,219,401,0.0,1.0
1667978704,2022-11-09 01:25:04 -0600,063886ef628b03936d6bad5059dd21f00c0a4b43,20221108CO6615,live,81.61,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:24:13.560Z,219,491,44.6,13883,141569,51.22,13484,134804,48.78,338636,99,276373,1123403,219,401,0.0,1.0
1667978825,2022-11-09 01:27:05 -0600,ed8458f772ea0933c9d3b12809962c80fa9401d5,20221108CO6615,live,81.69,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:26:04.936Z,214,491,43.58,13883,141764,51.24,13484,134882,48.76,338636,99,276646,1123403,214,401,0.0,1.0
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,20221108CO6615,live,81.69,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:35:47.177Z,214,491,43.58,13883,141764,51.24,13484,134882,48.76,338636,99,276646,1123403,214,401,0.0,1.0
1667979685,2022-11-09 01:41:25 -0600,af7b8ef1f38511aa48d86442ff26098954b3c7df,20221108CO6615,live,81.95,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:40:07.204Z,204,491,41.55,13883,142081,51.2,13484,135441,48.8,338636,99,277522,1123403,204,402,0.0,1.0
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,20221108CO6615,live,81.95,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:48:18.070Z,204,491,41.55,13883,142081,51.2,13484,135441,48.8,338636,99,277522,1123403,204,402,0.0,1.0
1667981603,2022-11-09 02:13:23 -0600,3310dbe8867ffe9b16ad80e27a2817750d56a0d9,20221108CO6615,live,81.9,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:11:37.680Z,204,491,41.55,13883,142081,51.2,13484,135441,48.8,338839,99,277522,1123403,204,402,0.0,1.0
1667981644,2022-11-09 02:14:04 -0600,795b577eaa6c2f9211213427433f95db1d9ee856,20221108CO6615,live,81.9,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:13:12.236Z,204,491,41.55,13883,142081,51.2,13484,135441,48.8,338839,99,277522,1123403,204,402,0.0,1.0
1667981963,2022-11-09 02:19:23 -0600,27628ad8c215439f4566e17bc920c9c4e5beb919,20221108CO6615,live,82.9,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:18:20.304Z,188,491,38.29,13883,143066,50.93,13484,137842,49.07,338839,99,280908,1123403,188,407,0.0,1.0
1667982082,2022-11-09 02:21:22 -0600,efc6bd4a8435ce6de04f9d630307ac2568a3defb,20221108CO6615,live,83.6,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:20:07.116Z,183,491,37.27,13883,143168,50.93,13484,137936,49.07,336235,99,281104,1123403,183,410,0.0,1.0
1667982199,2022-11-09 02:23:19 -0600,0f8260b25929c4b69b3b9d7f2f5fb7ed3444679e,20221108CO6615,live,84.73,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:21:18.125Z,183,491,37.27,13883,143168,50.93,13484,137936,49.07,331780,99,281104,1123403,183,416,0.0,1.0
1667982318,2022-11-09 02:25:18 -0600,d78896390711a8466dc4ef9e83dee06bc896d9df,20221108CO6615,live,85.46,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:24:07.528Z,183,491,37.27,13883,143168,50.93,13484,137936,49.07,328919,99,281104,1123403,183,420,0.0,1.0
1667982357,2022-11-09 02:25:57 -0600,ff53ebff45de84907b3660264b93dcdeaff24a17,20221108CO6615,live,86.39,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:25:10.327Z,183,491,37.27,13883,143168,50.93,13484,137936,49.07,325388,99,281104,1123403,183,424,0.0,1.0
1667982517,2022-11-09 02:28:37 -0600,646431433e93fe970b24a70347fe4d3180275034,20221108CO6615,live,86.48,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:27:13.550Z,183,491,37.27,13883,143168,50.93,13484,137936,49.07,325047,99,281104,1123403,183,425,0.0,1.0
1667982754,2022-11-09 02:32:34 -0600,7ca68f8ef320b98b699412f31fe7addeef9565e0,20221108CO6615,live,86.48,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:31:07.068Z,183,491,37.27,13883,143168,50.93,13484,137936,49.07,325047,99,281104,1123403,183,425,0.0,1.0
1667983553,2022-11-09 02:45:53 -0600,c63600d3f3c0c1ad8d91025412d32752158fb3d0,20221108CO6615,live,88.25,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:42:36.146Z,189,491,38.49,13883,145214,50.62,13484,141631,49.38,325047,99,286845,1123403,189,433,0.0,1.0
1667984162,2022-11-09 02:56:02 -0600,b6b6d8a3f4801ed3185f0ad55bce4f5decede761,20221108CO6615,live,89.03,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T08:54:53.138Z,191,491,38.9,13883,147135,50.84,13484,142255,49.16,325047,99,289390,1123403,191,437,0.0,1.0
1667984764,2022-11-09 03:06:04 -0600,db7461c203555bdc9bc9774db7ede91b31160520,20221108CO6615,live,89.03,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T09:05:10.513Z,191,491,38.9,13883,147135,50.84,13484,142255,49.16,325047,99,289390,1123403,191,437,0.0,1.0
1667984930,2022-11-09 03:08:50 -0600,10c4f67041e9ff33fbd9fde6d5b2468e0d88d48f,20221108CO6615,live,89.09,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T09:07:31.104Z,191,491,38.9,13883,147263,50.85,13484,142328,49.15,325047,99,289591,1123403,191,437,0.0,1.0
1667984971,2022-11-09 03:09:31 -0600,ca323806bb0a142691a34098ab7e77a27e2a4fc6,20221108CO6615,live,89.09,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T09:08:11.764Z,200,491,40.73,13883,147263,50.85,13484,142328,49.15,325047,99,289591,1123403,200,437,0.0,1.0
1667985052,2022-11-09 03:10:52 -0600,8db4cd830de981fcfc96ae5cfa5893c8fdf058d5,20221108CO6615,live,89.09,CO,Colorado,6,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T09:09:49.304Z,220,491,44.81,13883,147263,50.85,13484,142328,49.15,325047,99,289591,1123403,220,437,0.0,1.0
