captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.13484.first,candidates.13484.last,candidates.13484.incumbent,candidates.13484.party,candidates.13484.candidateID,candidates.13484.ballotOrder,candidates.13484.polID,candidates.13484.polNum,candidates.13484.electWon,candidates.13883.first,candidates.13883.last,candidates.13883.party,candidates.13883.candidateID,candidates.13883.ballotOrder,candidates.13883.polID,candidates.13883.polNum,candidates.13883.electWon,isCertified,candidates.13484.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CO-20221108_Eday80,6,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,321223,99,0,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CO-20221108_Eday80,6,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,338751,99,0,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,CO-20221108_Eday80,6,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 3,3,338751,99,0,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338751,99,17979,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338751,99,23376,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338751,99,43305,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338848,99,88673,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338848,99,190033,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338848,99,217566,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338586,99,234690,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338614,99,234883,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338796,99,239617,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338796,99,241675,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338796,99,246654,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336985,99,253679,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667970461,2022-11-08 23:07:41 -0600,7d669d180641a9a00e537201f92d2f70ea120169,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336985,99,260491,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667972176,2022-11-08 23:36:16 -0600,a6fd708cc30eea79171ae74711d81685981a53ab,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336985,99,261899,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667972943,2022-11-08 23:49:03 -0600,2188e3ab5f27e10fb4df9e561d0af4cab5cf665c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,339260,99,262630,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667973793,2022-11-09 00:03:13 -0600,471324a7f30a6780d5e1d2eb6bf6c21c79776e91,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,337610,99,263750,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338636,99,266487,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667975526,2022-11-09 00:32:06 -0600,5374366d2c6a2b7e8af014c09c7cd85c5fd86ee7,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338636,99,268411,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338636,99,273838,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667978906,2022-11-09 01:28:26 -0600,46fb017a53063e25347989264492b06463ea0564,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338636,99,276646,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667980544,2022-11-09 01:55:44 -0600,e9aeb01a2451c25a148402fe614f0089c5823e3c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338636,99,277522,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
