captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.13484.first,candidates.13484.last,candidates.13484.incumbent,candidates.13484.party,candidates.13484.candidateID,candidates.13484.ballotOrder,candidates.13484.polID,candidates.13484.polNum,candidates.13484.electWon,candidates.13883.first,candidates.13883.last,candidates.13883.party,candidates.13883.candidateID,candidates.13883.ballotOrder,candidates.13883.polID,candidates.13883.polNum,candidates.13883.electWon,isCertified,candidates.13484.winnerDateTime
1667982199,2022-11-09 02:23:19 -0600,0f8260b25929c4b69b3b9d7f2f5fb7ed3444679e,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336235,99,281104,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667982239,2022-11-09 02:23:59 -0600,6ac7decc37ff65117d96ebb80dff7cb7afcf6df0,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,338636,99,277522,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667982278,2022-11-09 02:24:38 -0600,718a2ffef5798f82177f24a035d713be22213363,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,336235,99,281104,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667983031,2022-11-09 02:37:11 -0600,f73872b641d39df66d685f81da0fecf0e5d77276,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325047,99,281104,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667983841,2022-11-09 02:50:41 -0600,193695bfa5205d54cf0a283dfe143de9c0437045,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325047,99,286845,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667984971,2022-11-09 03:09:31 -0600,ca323806bb0a142691a34098ab7e77a27e2a4fc6,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325047,99,289390,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667985683,2022-11-09 03:21:23 -0600,8d6490b73382f2ed58c3fbdb846897b79d79f217,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325047,99,289591,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667986510,2022-11-09 03:35:10 -0600,acecbdfc9911e82977e1f99d23cbbf9908265bd5,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,324910,99,289591,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,324399,99,289591,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667987403,2022-11-09 03:50:03 -0600,eef7197364d0afbe2fb1aa00d4cd30fccd721d19,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,310405,99,289591,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667988128,2022-11-09 04:02:08 -0600,f8fa13f4892e3059720f56202eb33a9d12022027,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,312973,99,289591,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667997156,2022-11-09 06:32:36 -0600,76cbb1a4420f8ccf56e710b1abbaedd26f721b5e,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,312973,99,295367,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1667997917,2022-11-09 06:45:17 -0600,3d83f53ab5637f4fc806ec20922540cde12fb236,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,316152,99,295367,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668019896,2022-11-09 12:51:36 -0600,a4895ac1313321c78cbb591839132ae629c1786c,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,316510,99,295367,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668026482,2022-11-09 14:41:22 -0600,191255bc047895b7ba46e2ba1025d9f893f2ac5a,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,316510,99,301011,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668033221,2022-11-09 16:33:41 -0600,a45340b06d18439260c07f1f3edc5fc86e81af42,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,317597,99,303275,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668034077,2022-11-09 16:47:57 -0600,7fe0a02b877ed97b2604175897708b2dffdc97da,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,317560,99,303275,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668034119,2022-11-09 16:48:39 -0600,8097f1c652f6ddaf099df41b1be3e300adb76692,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,317597,99,303275,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668034162,2022-11-09 16:49:22 -0600,e09beb78bb7a8bdf180b7b215632981e03229905,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,317560,99,303275,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668035769,2022-11-09 17:16:09 -0600,6cb87261ec8adbc332601536aa84626fb20e9a87,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,317560,99,304594,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668036565,2022-11-09 17:29:25 -0600,b4d66c878cad9f59acb140e5121eab269377266b,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,319469,99,308182,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668040106,2022-11-09 18:28:26 -0600,5a8cc48e563288b946914ba3e1e6471722ff0859,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,319469,99,311085,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668042554,2022-11-09 19:09:14 -0600,0fb9e8ba623c1ed4a925eb97f3d7247936838db1,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,318089,99,311085,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668049387,2022-11-09 21:03:07 -0600,89aeecd39fe47dba2a6f81615ec8a7a12a6c9a4d,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,318089,99,313428,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668094966,2022-11-10 09:42:46 -0600,61b8b6e59f806450c4bcd9787bd99375fbb7f5a8,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320456,99,313428,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668100188,2022-11-10 11:09:48 -0600,f7c4e856a9b378f0fb9a439450a2ce110235c1ef,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320400,99,313428,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668101879,2022-11-10 11:37:59 -0600,ae58e25508d837a020671a32061946098d7d3ed7,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320400,99,315100,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668105030,2022-11-10 12:30:30 -0600,bdccc35923c57b85656ab0f8c293b444cc3baf47,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320513,99,315177,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668105072,2022-11-10 12:31:12 -0600,504189d93f00f0e2f64a7f0a82c43ff4d037463a,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320400,99,315100,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668105115,2022-11-10 12:31:55 -0600,25b4e23883cadfe845ba471c47d431bb691ccd66,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320513,99,315177,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668106703,2022-11-10 12:58:23 -0600,84d8f2c0b8210c0b94c3ebbbbe1980711d1890ec,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,320712,99,315177,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668108427,2022-11-10 13:27:07 -0600,4829191930287e89c0c581a3b8f95222defcf135,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,324978,99,315177,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668112273,2022-11-10 14:31:13 -0600,d9498e0b3e58887776b5d191a86f6d9a8f2a65b2,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,324978,99,317264,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668125153,2022-11-10 18:05:53 -0600,1f0c4727e1e606f861cd828028b30f62729cfb85,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,324978,99,319635,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668130022,2022-11-10 19:27:02 -0600,3cf8587862b3eb117c1cd2a9b4822a5b279dd13a,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,324978,99,319766,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668130914,2022-11-10 19:41:54 -0600,148b5ae04c6f9e4b1fc861c6004be315bb9fb42d,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325456,99,319766,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668142449,2022-11-10 22:54:09 -0600,d1b16dd228e0ca71d2d40e1dd5fd00fe532dadc5,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325456,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668142495,2022-11-10 22:54:55 -0600,00817cd4e0e155e088938eac763e046170659bc8,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325456,99,319766,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668142539,2022-11-10 22:55:39 -0600,6fbc1d3ef8d1b055d9e186a1336f849825c2518a,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,325456,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668180656,2022-11-11 09:30:56 -0600,4cc2cca6f1774fc8120aa625d40e1dcd81d64bf9,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,326948,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668182315,2022-11-11 09:58:35 -0600,e65c2b148db54691591dd91f165eb85030c11048,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,326536,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668187181,2022-11-11 11:19:41 -0600,3605615e57d2d651f26eef9462133e49c4075247,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,326614,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668202060,2022-11-11 15:27:40 -0600,ace88cb4101f0dadd19753baa4fcad001e74af5f,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,326535,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
1668202933,2022-11-11 15:42:13 -0600,b99e13069bae515164852f00de56fa6f60c72200,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,326398,99,322958,1123403,True,20221108CO6615,2022-11-08,CO,13484,Lauren,Boebert,True,GOP,13484,2,68897,9444,0.0,Adam,Frisch,Dem,13883,1,70791,9638,0.0,,
