captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7501.first,candidates.7501.last,candidates.7501.party,candidates.7501.incumbent,candidates.7501.candidateID,candidates.7501.polID,candidates.7501.ballotOrder,candidates.7501.polNum,candidates.7501.electWon,candidates.10859.first,candidates.10859.last,candidates.10859.party,candidates.10859.candidateID,candidates.10859.polID,candidates.10859.ballotOrder,candidates.10859.polNum,candidates.10859.electWon,candidates.11176.first,candidates.11176.last,candidates.11176.party,candidates.11176.candidateID,candidates.11176.polID,candidates.11176.ballotOrder,candidates.11176.polNum,candidates.11176.electWon,candidates.7501.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MO-20221108_Eday62,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,374483,99,0,1301281,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MO-20221108_Eday80,26,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,0,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,0,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,50130,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,59832,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,84759,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,94003,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,168147,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,285016,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,503698,99,291746,1196616,True,20221108MO26023,2022-11-08,MO,7501,Ann,Wagner,GOP,True,7501,62594,2,30214,0,Trish,Gunby,Dem,10859,71330,1,31592,0,Bill,Slantz,Lib,11176,62422,3,30217,0,
