captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.55178.first,candidates.55178.last,candidates.55178.incumbent,candidates.55178.party,candidates.55178.candidateID,candidates.55178.ballotOrder,candidates.55178.polID,candidates.55178.polNum,candidates.55178.electWon,candidates.55615.first,candidates.55615.last,candidates.55615.abbrv,candidates.55615.party,candidates.55615.candidateID,candidates.55615.ballotOrder,candidates.55615.polID,candidates.55615.polNum,candidates.55615.electWon,candidates.55742.first,candidates.55742.last,candidates.55742.party,candidates.55742.candidateID,candidates.55742.ballotOrder,candidates.55742.polID,candidates.55742.polNum,candidates.55742.electWon,candidates.55178.winnerDateTime
1667980673,2022-11-09 01:57:53 -0600,8a7dca48f9ace0440c702512ea351f0c51b77c4d,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,180000,99,180114,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667981483,2022-11-09 02:11:23 -0600,71b7e139fa561afc8a43f66a3db53706a14f3cc6,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,184000,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667981523,2022-11-09 02:12:03 -0600,c8fb7bc9a3bbb68a30573d2004f14a44847334fa,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,180000,99,180114,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667981563,2022-11-09 02:12:43 -0600,1a72bb9afe5de6d72d064bda241592377cc63fb1,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,184000,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667989763,2022-11-09 04:29:23 -0600,df58263396b66ef421d79815b8f4d77bd793e4dd,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,193136,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668021729,2022-11-09 13:22:09 -0600,be3251dd1e259baab2263d6da8f977c4fa8c71cb,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,185000,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668021772,2022-11-09 13:22:52 -0600,2932a9841f0b9d0fbbf28bcfb75c7bcd9d036db9,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,193136,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668021815,2022-11-09 13:23:35 -0600,6fd96a5ba4522e27e18f277a639a71653917f2f7,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,185000,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668022275,2022-11-09 13:31:15 -0600,830e7cab9dd4c198612bd2f61b04e37c351ba5b3,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,188138,99,182494,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668133630,2022-11-10 20:27:10 -0600,a67254b88951357df48cdcd69c6ce58c8f8a6db3,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,188138,99,182496,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668135342,2022-11-10 20:55:42 -0600,5270420aa4c9cb4ddf9235fa638c118e9d4e7acd,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,188138,99,182504,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668136147,2022-11-10 21:09:07 -0600,824757a7dede1b9a61b2ff4515f5b45f7f7eb2b4,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,188138,99,182506,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668173065,2022-11-11 07:24:25 -0600,2fa708a44d93fe59dceb619f1d67096a83f810fd,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,184349,99,182506,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668626979,2022-11-16 13:29:39 -0600,d10c22a9565aa4d3a004f4acfcb574d88881135b,WY-20221108_Eday80,51,General,G,Tabulation Paused,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,182535,100,182506,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1668628936,2022-11-16 14:02:16 -0600,a94570581a7add8e7351be0a22f8092bf376333a,WY-20221108_Eday80,51,General,G,Tabulation Paused,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,182539,100,182506,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
