captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.55178.first,candidates.55178.last,candidates.55178.incumbent,candidates.55178.party,candidates.55178.candidateID,candidates.55178.ballotOrder,candidates.55178.polID,candidates.55178.polNum,candidates.55178.electWon,candidates.55615.first,candidates.55615.last,candidates.55615.abbrv,candidates.55615.party,candidates.55615.candidateID,candidates.55615.ballotOrder,candidates.55615.polID,candidates.55615.polNum,candidates.55615.electWon,candidates.55742.first,candidates.55742.last,candidates.55742.party,candidates.55742.candidateID,candidates.55742.ballotOrder,candidates.55742.polID,candidates.55742.polNum,candidates.55742.electWon,candidates.55178.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WY-20221108_Eday80,51,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,0,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,WY-20221108_Eday80,51,General,G,Polls Closed/Waiting First Report,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,0,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,8980,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,11338,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,30962,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,56009,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,59467,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,75007,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,98627,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,120018,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667969942,2022-11-08 22:59:02 -0600,302c96144aa0d22b0603db04cac0928c1e8a79f9,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,131626,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667970027,2022-11-08 23:00:27 -0600,0d3c5c12e1d5e510cd8a9d7ec7188e7376d3702a,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,120018,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,131626,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667970723,2022-11-08 23:12:03 -0600,c9be1e43f4fd7fd7004c00409f7a589f170f0784,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,135616,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667971657,2022-11-08 23:27:37 -0600,d29b633bc901fb24234e16251a717d43d2b1d6c1,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,135798,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667972427,2022-11-08 23:40:27 -0600,ae4901446f849f3ab62f6a79323d475c59ad0832,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,139910,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667973204,2022-11-08 23:53:24 -0600,9ca1adc2a96ccb8173cfd35380377368538cfb03,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,151137,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667973248,2022-11-08 23:54:08 -0600,fb954f3a0e354e923f1bd778e51927737d2c1332,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,139910,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667973292,2022-11-08 23:54:52 -0600,f4e2e76b95b1963799e86b607fe710743960389e,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,151137,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,220000,99,160852,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667974809,2022-11-09 00:20:09 -0600,21e89b68838446570e2788596a6ed47ed4d95a07,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,189238,99,160852,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667979072,2022-11-09 01:31:12 -0600,00d0273ce2273675231b3e46721cb19b13a68da3,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,180000,99,160852,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
1667979845,2022-11-09 01:44:05 -0600,56f55ff2a859e10bf2feb3a958e483acbe185172,WY-20221108_Eday80,51,General,G,Active Tabulation,Called,G,Governor,Mark,Gordon,GOP,55178,59562,52294,True,True,True,180000,99,163066,295926,True,20221108WY51403,2022-11-08,WY,55178,Mark,Gordon,True,GOP,55178,1,59562,52294,0,Theresa,Livingston,Livngstn,Dem,55615,2,71376,52578,0,Jared,Baldes,Lib,55742,3,71779,52747,0,2022-11-09T02:00:06.798Z
