captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.26325.first,candidates.26325.last,candidates.26325.party,candidates.26325.incumbent,candidates.26325.candidateID,candidates.26325.polID,candidates.26325.ballotOrder,candidates.26325.polNum,candidates.26325.electWon,candidates.28449.first,candidates.28449.last,candidates.28449.party,candidates.28449.candidateID,candidates.28449.polID,candidates.28449.ballotOrder,candidates.28449.polNum,candidates.28449.electWon,candidates.28640.first,candidates.28640.last,candidates.28640.abbrv,candidates.28640.party,candidates.28640.candidateID,candidates.28640.polID,candidates.28640.ballotOrder,candidates.28640.polNum,candidates.28640.electWon,candidates.26325.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WI-20221108_Eday62,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,312695,99,0,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WI-20221108_Eday80,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,0,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,32013,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,122376,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,137465,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,150788,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,164250,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,510316,99,172331,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,510316,99,172331,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,510316,99,174041,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1667971699,2022-11-08 23:28:19 -0600,ab5f2b666bd1b9bf6989ccd1e80db43497d771dc,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,510316,99,176839,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,510316,99,239605,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1667977366,2022-11-09 01:02:46 -0600,6e493bcb007f5684865247793748844d302980c2,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,510316,99,243615,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1667985093,2022-11-09 03:11:33 -0600,add46abbfc92cef6d2edcd2670f5bac30248fa35,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,510316,99,255051,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1668024526,2022-11-09 14:08:46 -0600,ed495cece2e94d4144aae862d808cc9c18c574b3,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,257627,99,255051,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,
1669835247,2022-11-30 13:07:27 -0600,d4b873a3650e318062e146364e7cdfedc1d5d349,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 4,4,254779,100,255051,736655,True,20221108WI50052,2022-11-08,WI,26325,Gwen,Moore,Dem,True,26325,48730,1,51767,0,Tim,Rogers,GOP,28449,67353,2,53159,0,Robert,Raymond,Raymnd,Ind,28640,1100,3,51190,0,2022-11-09T04:05:40.359Z,False
