captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.4357.first,candidates.4357.last,candidates.4357.incumbent,candidates.4357.party,candidates.4357.candidateID,candidates.4357.ballotOrder,candidates.4357.polID,candidates.4357.polNum,candidates.4357.electWon,candidates.6063.first,candidates.6063.last,candidates.6063.abbrv,candidates.6063.party,candidates.6063.candidateID,candidates.6063.ballotOrder,candidates.6063.polID,candidates.6063.polNum,candidates.6063.electWon,candidates.6259.first,candidates.6259.last,candidates.6259.party,candidates.6259.candidateID,candidates.6259.ballotOrder,candidates.6259.polID,candidates.6259.polNum,candidates.6259.electWon,candidates.4357.winnerDateTime
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,208241,99,174355,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,208246,99,194450,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,208379,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667970812,2022-11-08 23:13:32 -0600,1aa0c0767ec6f65018ec090a318d7ab5fec791c2,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,202572,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,203581,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,202572,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667971169,2022-11-08 23:19:29 -0600,a70df26f7f471d11543c24ba2a2ee8ee294f6f1b,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,203581,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,202572,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667971350,2022-11-08 23:22:30 -0600,4e8d6a153dbb49007925da1747ddadcd1394934d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,203581,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667971525,2022-11-08 23:25:25 -0600,8a3d225df35b90ad7577e78c738af67af6cd9c8b,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,202572,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,203581,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667971614,2022-11-08 23:26:54 -0600,3e2db293b352d34f57f22cada11d4f92f345178d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,200432,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1667980111,2022-11-09 01:48:31 -0600,428d6efc67001dc34b2967bd8bff4fda13dfb188,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,199201,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1668023057,2022-11-09 13:44:17 -0600,dc7f033536cbb68e6972b2130a841ab00de024a0,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,198029,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1668024695,2022-11-09 14:11:35 -0600,9e613beb082afe3c3a4cbd8252f0c9025ffae7f3,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,198035,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1668197002,2022-11-11 14:03:22 -0600,2007ec4fe4cbfe3ae21c80d3f84eee8fb5054ccc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,H,U.S. House,True,District 4,4,197278,99,195305,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1668639314,2022-11-16 16:55:14 -0600,a78b338be58dcf4d99714f5e034a089b64d50542,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,H,U.S. House,True,District 4,4,197278,99,195293,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
1668700501,2022-11-17 09:55:01 -0600,67dc56271b046b30489cbf004583b26daa7ce30f,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,H,U.S. House,True,District 4,4,197266,99,195293,1259703,True,20221108AL1011,2022-11-08,AL,4357,Robert,Aderholt,True,GOP,4357,2,523,1200,0,Rick,Neighbors,Neighbrs,Dem,6063,1,62165,3157,0,Johnny,Cochran,Lib,6259,3,71674,4189,0,2022-11-09T02:25:19.208Z
