captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.50755.first,candidates.50755.last,candidates.50755.party,candidates.50755.candidateID,candidates.50755.polID,candidates.50755.ballotOrder,candidates.50755.polNum,candidates.50755.electWon,candidates.50761.first,candidates.50761.last,candidates.50761.party,candidates.50761.candidateID,candidates.50761.polID,candidates.50761.ballotOrder,candidates.50761.polNum,candidates.50761.electWon,candidates.50957.first,candidates.50957.last,candidates.50957.party,candidates.50957.candidateID,candidates.50957.polID,candidates.50957.ballotOrder,candidates.50957.polNum,candidates.50957.electWon,candidates.50958.first,candidates.50958.last,candidates.50958.party,candidates.50958.candidateID,candidates.50958.polID,candidates.50958.ballotOrder,candidates.50958.polNum,candidates.50958.electWon,candidates.50959.first,candidates.50959.last,candidates.50959.party,candidates.50959.candidateID,candidates.50959.polID,candidates.50959.ballotOrder,candidates.50959.polNum,candidates.50959.electWon,candidates.50761.winnerDateTime
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,243887,99,158463,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,243887,99,164244,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,
1667970114,2022-11-08 23:01:54 -0600,68b6dbb0ab0b313af53b82f98636ce9a824bdc54,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,228468,99,164244,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,228468,99,220637,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,227301,99,220637,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,227768,99,220637,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,223333,99,220637,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1667985591,2022-11-09 03:19:51 -0600,483b045d8eb45553d1fc158eaa878605708e5845,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,222866,99,220637,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1667987073,2022-11-09 03:44:33 -0600,b0d1c36c044b8eae88b2841a5a59da6906503ae5,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,227301,99,220637,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1668041764,2022-11-09 18:56:04 -0600,f2ab8030eb8d8a6e2ce21453b2ff34212243e727,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,227301,99,220787,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1668146586,2022-11-11 00:03:06 -0600,456555afaaf6ea25e74e466ae16c3da002c9184b,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,223018,99,220787,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1668146627,2022-11-11 00:03:47 -0600,2920cd4d1408fb3d4c0676f459056927fe42e257,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,227301,99,220787,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
1668146673,2022-11-11 00:04:33 -0600,96f4a7a39b4c888e184da939e58da7acc232ea7b,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,223018,99,220787,735443,True,20221108TN43013,2022-11-08,TN,Heidi,Campbell,Dem,50755,70861,2,46670,0,Andy,Ogles,GOP,50761,70864,1,46826,0,Derrick,Brantley,Ind,50957,70892,3,46830,0,Daniel,Cooper,Ind,50958,70877,4,46831,0,Rick,Shannon,Ind,50959,70893,5,46832,0,2022-11-09T05:08:14.330Z
