captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.77148.first,candidates.77148.last,candidates.77148.incumbent,candidates.77148.party,candidates.77148.candidateID,candidates.77148.ballotOrder,candidates.77148.polID,candidates.77148.polNum,candidates.77148.electWon,candidates.86940.first,candidates.86940.last,candidates.86940.party,candidates.86940.candidateID,candidates.86940.ballotOrder,candidates.86940.polID,candidates.86940.polNum,candidates.86940.electWon,candidates.87236.first,candidates.87236.last,candidates.87236.party,candidates.87236.candidateID,candidates.87236.ballotOrder,candidates.87236.polID,candidates.87236.polNum,candidates.87236.electWon,candidates.77148.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday62,33,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6822438,99,0,12359054,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NY-20221108_Eday80,33,General,G,Awaiting Poll Close,Too Early to Call,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,0,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,505560,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,697371,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,692166,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,873169,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,1051149,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,964544,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,1309990,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NY-20221108_Eday80,33,General,G,Active Tabulation,Called,S,U.S. Senate,Charles,Schumer,Dem,77148,1745,50300,True,True,True,6800000,99,1302816,10200000,True,20221108NY39242,2022-11-08,NY,77148,Charles,Schumer,True,Dem,77148,1,1745,50300,0,Joe,Pinion,GOP,86940,2,71248,54441,0,Diane,Sare,Oth,87236,5,62038,55765,0,2022-11-09T02:00:06.798Z
