captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27369.first,candidates.27369.last,candidates.27369.incumbent,candidates.27369.party,candidates.27369.candidateID,candidates.27369.ballotOrder,candidates.27369.polID,candidates.27369.polNum,candidates.27369.electWon,candidates.28415.first,candidates.28415.last,candidates.28415.party,candidates.28415.candidateID,candidates.28415.ballotOrder,candidates.28415.polID,candidates.28415.polNum,candidates.28415.electWon,candidates.28637.first,candidates.28637.last,candidates.28637.abbrv,candidates.28637.party,candidates.28637.candidateID,candidates.28637.ballotOrder,candidates.28637.polID,candidates.28637.polNum,candidates.28637.electWon,candidates.27369.winnerDateTime,isCertified
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1944327,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1936383,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1944327,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1936383,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1944327,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1936383,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1944327,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1936383,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,1951384,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667968272,2022-11-08 22:31:12 -0600,97ef6c54bfa1c7ef6beea70c87aafe0c54251ad8,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2070111,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2073101,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2119152,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2138190,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667969984,2022-11-08 22:59:44 -0600,a2fb710992b888fe9f7e47092d88395e89230dfc,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2281635,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667970856,2022-11-08 23:14:16 -0600,ff06f2de4e569cd29ca92d25039a935917deb88f,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2284420,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2344682,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2348918,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667972008,2022-11-08 23:33:28 -0600,94f4c9e086e7aebe887e5b2f9d0c42dd429b98b5,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2387637,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2460371,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667973600,2022-11-09 00:00:00 -0600,bfc0ff3fe5ed1f4adc762f2d1128321f016d691f,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2520458,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2548579,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2547042,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974399,2022-11-09 00:13:19 -0600,d8b138971a5b2dcea653b8ad14e8ae0ccdecaf13,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2548579,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2547042,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974712,2022-11-09 00:18:32 -0600,8831ad0cd913a7df98a9591de88a61ddfc8730ee,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2548579,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974853,2022-11-09 00:20:53 -0600,675e67cf8102db01ebf6f3cc46b2432f97e9dfb7,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2547042,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667974988,2022-11-09 00:23:08 -0600,5d6616b419546bd84ca0c06ee5a7a5389ea5fc67,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2548579,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2580490,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667975941,2022-11-09 00:39:01 -0600,824726c09f3a54d568715997d5b46bff5c7f219d,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2591935,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2597139,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2591935,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976103,2022-11-09 00:41:43 -0600,5c2c6a219a6e0642a5f516a1c66f722f5c42d6c0,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2597139,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976713,2022-11-09 00:51:53 -0600,e706274cafb1c1dca67fd185b843624ee37dec41,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2610584,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976752,2022-11-09 00:52:32 -0600,6943d942b4cb99d83b19d398209a99f6d9f041ed,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2609205,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976793,2022-11-09 00:53:13 -0600,7515b93a49bab04bb1ffa2b33ffbefeb766086e0,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2610584,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2609205,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
1667976914,2022-11-09 00:55:14 -0600,5c39d98cea3779ab691e2ae42f4961d1de16c4b9,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,G,Governor,Tony,Evers,Dem,27369,48461,51129,True,True,True,2800000,99,2610584,3519659,True,20221108WI50016,2022-11-08,WI,27369,Tony,Evers,True,Dem,27369,1,48461,51129,0,Tim,Michels,GOP,28415,2,48717,53498,0,Joan,Ellis Beglinger,EllsBgl,Ind,28637,3,71653,53660,0,,
