captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.45620.first,candidates.45620.last,candidates.45620.abbrv,candidates.45620.party,candidates.45620.candidateID,candidates.45620.polID,candidates.45620.ballotOrder,candidates.45620.polNum,candidates.45620.electWon,candidates.45621.first,candidates.45621.last,candidates.45621.party,candidates.45621.candidateID,candidates.45621.polID,candidates.45621.ballotOrder,candidates.45621.polNum,candidates.45621.electWon,candidates.45954.first,candidates.45954.last,candidates.45954.party,candidates.45954.candidateID,candidates.45954.polID,candidates.45954.ballotOrder,candidates.45954.polNum,candidates.45954.electWon,candidates.45621.winnerDateTime,isCertified
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,279309,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,284561,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,315331,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,315518,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,320745,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,321260,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,340614,99,322063,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,322063,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668454052,2022-11-14 13:27:32 -0600,ac12127601878dad0a71995a062156e7ddbcb136,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,322132,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668455648,2022-11-14 13:54:08 -0600,c08179aee4381f1230c58e7ce655b9f063e1d0e5,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,322191,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668479906,2022-11-14 20:38:26 -0600,949808694c23644dd88cba3d6beeafc72c1f15e0,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323220,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668537268,2022-11-15 12:34:28 -0600,d578e41a274c81f46f18ac7ff38ad6a2767aadb1,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323226,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668621982,2022-11-16 12:06:22 -0600,55f75e324e37e28bf82ad04ecc2d9f3011445302,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323278,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668640954,2022-11-16 17:22:34 -0600,515d42a3114748465f2d42a3df4456ea24cc3b49,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323314,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668724857,2022-11-17 16:40:57 -0600,cd7d1ed3a8b3fe04d0c2ce66260407ca190e1396,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323319,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668738266,2022-11-17 20:24:26 -0600,16a2c20f62b07b3ea235d49be166991a397881fc,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323524,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668785491,2022-11-18 09:31:31 -0600,315a92894095e3f8ac6a938c582da2014e19dfb1,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323617,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668787244,2022-11-18 10:00:44 -0600,9a49e99165c63283b722619bdf42756b532bba33,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323640,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668790166,2022-11-18 10:49:26 -0600,e85f447c2955b3fd578c7d8b67b7e153c1330715,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323668,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668792992,2022-11-18 11:36:32 -0600,a03ff19c3fc97236617390e87fa114e79a0b3a92,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323786,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668794052,2022-11-18 11:54:12 -0600,232a961dff0090a6e9518fcb2e539dbf76b50ecd,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323519,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668797010,2022-11-18 12:43:30 -0600,ada20d76dca5fde2bedc9b2c356d4ff5c51433c3,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323546,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668799647,2022-11-18 13:27:27 -0600,d7e2fe2af70b79f940fe493a583e8c5274633bc5,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323551,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668802654,2022-11-18 14:17:34 -0600,35abe6b7b5b07cd247273a20f075e06edc587811,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 11,11,325317,99,323876,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 11,11,325317,99,324302,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668885141,2022-11-19 13:12:21 -0600,883f8c81a6b1d67afc47637c248d13651dc1e854,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 11,11,325353,99,324302,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1668886836,2022-11-19 13:40:36 -0600,0b0c0e8593a94d2c054b4b7193e5d594cd31e100,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 11,11,326600,99,324302,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1669131462,2022-11-22 09:37:42 -0600,7e85a37adf85855ddfd46efec7547a6662af1d77,NC-20221108_Eday80,34,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,326600,99,324302,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,
1669139133,2022-11-22 11:45:33 -0600,d9d413d63982bc4741770c44c7cef36453642d64,NC-20221108_Eday80,34,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,326600,99,324302,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,False
1669222585,2022-11-23 10:56:25 -0600,9015f40cef44ff9c9debdccde5c01269715417ea,NC-20221108_Eday80,34,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,326600,99,324295,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,False
1669230097,2022-11-23 13:01:37 -0600,baff508108c337b718b725756aa63cd026494f0c,NC-20221108_Eday80,34,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 11,11,326600,99,323912,1366826,True,20221108NC34977,2022-11-08,NC,Jasmine,Beach-Ferrara,Bch-Frrr,Dem,45620,70285,3,38841,0,Chuck,Edwards,GOP,45621,70289,2,38063,0,David,Coatney,Lib,45954,71380,1,39049,0,2022-11-09T03:25:56.879Z,False
