captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.winner,candidates.1.calledAt,candidates.1.colorIndex,candidates.2.colorIndex
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108IA17076,live,34.27,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:19:12.549Z,590,1653,35.69,22855,256999,51.73,23714,227723,45.83,23986,12118,2.44,1449623,99,496840,2174435,590,567,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,2.0
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108IA17076,live,37.02,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:24:35.846Z,649,1653,39.26,22855,283077,52.75,23714,240567,44.82,23986,13039,2.43,1449623,99,536683,2174435,649,612,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,2.0
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108IA17076,live,40.08,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:29:45.639Z,717,1653,43.38,22855,311183,53.56,23714,255796,44.03,23986,14004,2.41,1449623,99,580983,2174435,717,662,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,2.0
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108IA17076,live,44.36,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:34:50.980Z,782,1653,47.31,22855,347575,54.05,23714,280386,43.6,23986,15122,2.35,1449623,99,643083,2174435,782,733,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108IA17076,live,50.28,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:42:40.673Z,825,1653,49.91,22855,405781,55.67,23714,305986,41.98,23986,17072,2.34,1449623,99,728839,2174435,825,831,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108IA17076,live,55.55,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T03:48:42.051Z,950,1653,57.47,22855,453831,56.35,23714,332175,41.25,23986,19321,2.4,1449623,99,805327,2174435,950,918,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108IA17076,live,63.76,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:00:34.633Z,1148,1653,69.45,22855,530018,57.35,23714,372165,40.27,23986,22028,2.38,1449623,99,924211,2174435,1148,1054,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108IA17076,live,68.65,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:10:16.202Z,1293,1653,78.22,22855,580709,58.35,23714,390795,39.27,23986,23642,2.38,1449623,99,995146,2174435,1293,1135,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108IA17076,live,75.18,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:17:44.438Z,1415,1653,85.6,22855,633842,58.16,23714,430251,39.48,23986,25677,2.36,1449623,99,1089770,2174435,1415,1243,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108IA17076,live,75.5,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:23:32.851Z,1426,1653,86.27,22855,637597,58.25,23714,431167,39.39,23986,25763,2.35,1449623,99,1094527,2174435,1426,1248,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,20221108IA17076,live,76.31,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:24:08.260Z,1447,1653,87.54,22855,645480,58.35,23714,434627,39.29,23986,26040,2.35,1449623,99,1106147,2174435,1447,1261,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,20221108IA17076,live,76.74,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:25:30.330Z,1467,1653,88.75,22855,650269,58.46,23714,435967,39.19,23986,26150,2.35,1449623,99,1112386,2174435,1467,1268,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,20221108IA17076,live,77.06,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:26:22.999Z,1478,1653,89.41,22855,653838,58.53,23714,436990,39.12,23986,26253,2.35,1449623,99,1117081,2174435,1478,1274,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,20221108IA17076,live,77.06,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:26:55.537Z,1478,1653,89.41,22855,653838,58.53,23714,436990,39.12,23986,26253,2.35,1449623,99,1117081,2174435,1478,1274,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,20221108IA17076,live,77.21,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:29:04.362Z,1491,1653,90.2,22855,654956,58.52,23714,437994,39.13,23986,26330,2.35,1449623,99,1119280,2174435,1491,1276,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,20221108IA17076,live,77.68,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:32:23.521Z,1499,1653,90.68,22855,659744,58.59,23714,439856,39.06,23986,26503,2.35,1449623,99,1126103,2174435,1499,1284,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,20221108IA17076,live,77.68,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:32:52.719Z,1499,1653,90.68,22855,659744,58.59,23714,439856,39.06,23986,26503,2.35,1449623,99,1126103,2174435,1499,1284,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968667,2022-11-08 22:37:47 -0600,a013d457c641e43c359ed7cf524810962213905d,20221108IA17076,live,78.43,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:35:44.962Z,1521,1653,92.01,22855,667291,58.7,23714,442832,38.95,23986,26747,2.35,1449623,99,1136870,2174435,1521,1296,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,20221108IA17076,live,78.55,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:37:09.830Z,1523,1653,92.14,22855,668344,58.69,23714,443600,38.95,23986,26807,2.35,1449623,99,1138751,2174435,1523,1299,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,20221108IA17076,live,78.55,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:38:34.576Z,1457,1653,88.14,22855,668344,58.69,23714,443600,38.95,23986,26807,2.35,1449623,99,1138751,2174435,1457,1299,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,20221108IA17076,live,78.55,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:42:30.705Z,1457,1653,88.14,22855,668344,58.69,23714,443600,38.95,23986,26807,2.35,1449623,99,1138751,2174435,1457,1299,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969204,2022-11-08 22:46:44 -0600,861af312a343e9b4769e08b8c7c8c17fab4dadef,20221108IA17076,live,78.55,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:45:19.793Z,1457,1653,88.14,22855,668344,58.69,23714,443600,38.95,23986,26807,2.35,1449623,99,1138751,2174435,1457,1299,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,20221108IA17076,live,79.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:46:40.270Z,1469,1653,88.87,22855,673144,58.78,23714,445136,38.87,23986,26939,2.35,1449623,99,1145219,2174435,1469,1306,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,20221108IA17076,live,79.02,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:51:08.075Z,1453,1653,87.9,22855,673413,58.79,23714,445175,38.86,23986,26950,2.35,1449623,99,1145538,2174435,1453,1306,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,20221108IA17076,live,79.42,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:52:52.695Z,1463,1653,88.51,22855,677513,58.85,23714,446753,38.8,23986,27065,2.35,1449623,99,1151331,2174435,1463,1313,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,20221108IA17076,live,79.42,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:53:54.047Z,1463,1653,88.51,22855,677513,58.85,23714,446753,38.8,23986,27065,2.35,1449623,99,1151331,2174435,1463,1313,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969723,2022-11-08 22:55:23 -0600,b509b5bfc09bde62e91159629c11e0b7e48daab9,20221108IA17076,live,79.42,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:54:25.927Z,1463,1653,88.51,22855,677513,58.85,23714,446753,38.8,23986,27065,2.35,1449623,99,1151331,2174435,1463,1313,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,20221108IA17076,live,79.42,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:55:50.941Z,1463,1653,88.51,22855,677513,58.85,23714,446753,38.8,23986,27065,2.35,1449623,99,1151331,2174435,1463,1313,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,20221108IA17076,live,79.67,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T04:57:12.098Z,1470,1653,88.93,22855,680113,58.89,23714,447621,38.76,23986,27146,2.35,1449623,99,1154880,2174435,1470,1317,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667970723,2022-11-08 23:12:03 -0600,c9be1e43f4fd7fd7004c00409f7a589f170f0784,20221108IA17076,live,87.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:10:40.991Z,1470,1653,88.93,22855,680113,58.89,23714,447621,38.76,23986,27146,2.35,1327448,99,1154880,2174435,1470,1438,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,20221108IA17076,live,87.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:15:35.010Z,1470,1653,88.93,22855,680113,58.89,23714,447621,38.76,23986,27146,2.35,1327448,99,1154880,2174435,1470,1438,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,20221108IA17076,live,87.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:20:34.312Z,1536,1653,92.92,22855,680113,58.89,23714,447621,38.76,23986,27146,2.35,1327448,99,1154880,2174435,1536,1438,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,20221108IA17076,live,87.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:21:51.093Z,1588,1653,96.07,22855,680113,58.89,23714,447621,38.76,23986,27146,2.35,1327448,99,1154880,2174435,1588,1438,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667972216,2022-11-08 23:36:56 -0600,85a5bd7dbe5253f418489691a179128d5ff518d6,20221108IA17076,live,87.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:30:25.522Z,1588,1653,96.07,22855,680113,58.89,23714,447621,38.76,23986,27146,2.35,1327448,99,1154880,2174435,1588,1438,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,20221108IA17076,live,90.22,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:34:15.124Z,1629,1653,98.55,22855,699485,58.4,23714,469659,39.22,23986,28504,2.38,1327448,99,1197648,2174435,1629,1491,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667972810,2022-11-08 23:46:50 -0600,aa61daf8417c040e13c56de238053c966d7a0302,20221108IA17076,live,90.22,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:44:16.136Z,1629,1653,98.55,22855,699485,58.4,23714,469659,39.22,23986,28504,2.38,1327448,99,1197648,2174435,1629,1491,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,20221108IA17076,live,90.23,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:51:04.391Z,1630,1653,98.61,22855,699518,58.4,23714,469723,39.22,23986,28506,2.38,1327448,99,1197747,2174435,1630,1491,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667973648,2022-11-09 00:00:48 -0600,56d1333c268e0ca83267f304bc7ebda9b0c770b6,20221108IA17076,live,97.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T05:59:11.652Z,1630,1653,98.61,22855,699518,58.4,23714,469723,39.22,23986,28506,2.38,1234791,99,1197747,2174435,1630,1603,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,20221108IA17076,live,97.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:02:47.212Z,1536,1653,92.92,22855,699518,58.4,23714,469723,39.22,23986,28506,2.38,1234791,99,1197747,2174435,1536,1603,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667974899,2022-11-09 00:21:39 -0600,387e9cf2d205ebca879101fc8e33b930b1cbd329,20221108IA17076,live,97.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:20:25.042Z,1536,1653,92.92,22855,699518,58.4,23714,469723,39.22,23986,28506,2.38,1234791,99,1197747,2174435,1536,1603,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
