captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.winner,candidates.1.calledAt,candidates.1.colorIndex,candidates.2.colorIndex
1667975402,2022-11-09 00:30:02 -0600,1cb740bfe02888499fbb239b5454758b24512913,20221108IA17076,live,97.35,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:29:12.774Z,1536,1653,92.92,22855,701609,58.37,23714,471826,39.25,23986,28592,2.38,1234791,99,1202027,2174435,1536,1609,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667975484,2022-11-09 00:31:24 -0600,81d3631081e4e7b24b990567f86cc67079a95e6c,20221108IA17076,live,97.35,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:30:26.724Z,1536,1653,92.92,22855,701609,58.37,23714,471826,39.25,23986,28592,2.38,1234791,99,1202027,2174435,1536,1609,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,20221108IA17076,live,97.35,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:31:36.534Z,1536,1653,92.92,22855,701609,58.37,23714,471826,39.25,23986,28592,2.38,1234791,99,1202027,2174435,1536,1609,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,20221108IA17076,live,97.35,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:42:25.995Z,1536,1653,92.92,22855,701609,58.37,23714,471826,39.25,23986,28592,2.38,1234791,99,1202027,2174435,1536,1609,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,20221108IA17076,live,97.35,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T06:43:22.092Z,1536,1653,92.92,22855,701609,58.37,23714,471826,39.25,23986,28592,2.38,1234791,99,1202027,2174435,1536,1609,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667977490,2022-11-09 01:04:50 -0600,73af89bd198396be18bf17786481f7c1aff2cd2b,20221108IA17076,live,98.53,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:01:40.183Z,1536,1653,92.92,22855,706299,58.06,23714,481399,39.57,23986,28889,2.37,1234791,99,1216587,2174435,1536,1629,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667977571,2022-11-09 01:06:11 -0600,a52c232825af64477e8cc1b761cf52e3cfd7e241,20221108IA17076,live,98.53,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:05:09.142Z,1536,1653,92.92,22855,706299,58.06,23714,481399,39.57,23986,28889,2.37,1234791,99,1216587,2174435,1536,1629,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1667977773,2022-11-09 01:09:33 -0600,798d28b4eeb4b335f9aa0c20253161b09a91f6b0,20221108IA17076,live,98.53,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T07:08:42.756Z,1630,1653,98.61,22855,706299,58.06,23714,481399,39.57,23986,28889,2.37,1234791,99,1216587,2174435,1630,1629,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668007834,2022-11-09 09:30:34 -0600,464b8f767376d618e794a56a3257f748489cbd47,20221108IA17076,live,98.53,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-09T15:29:11.235Z,1630,1653,98.61,22855,706299,58.06,23714,481399,39.57,23986,28889,2.37,1234791,99,1216587,2174435,1630,1629,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668050595,2022-11-09 21:23:15 -0600,e1610b83277da512911c1dadffbc2c5f15c68be3,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T03:22:04.010Z,1630,1653,98.61,22855,706299,58.06,23714,481399,39.57,23986,28889,2.37,1228876,99,1216587,2174435,1630,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668106156,2022-11-10 12:49:16 -0600,7fb354d537ed1d3485d8f51db6ad211be8f6e638,20221108IA17076,live,98.99,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T18:48:06.462Z,1630,1653,98.61,22855,706409,58.07,23714,481159,39.55,23986,28890,2.37,1228876,99,1216458,2174435,1630,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668108764,2022-11-10 13:32:44 -0600,9c0bbb3422cca178c1e2ccffbf978eaed523c368,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T19:31:24.958Z,1636,1653,98.97,22855,708537,58.11,23714,481801,39.51,23986,28966,2.38,1228876,99,1219304,2174435,1636,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668108895,2022-11-10 13:34:55 -0600,8fbd76c9462c31413c5e531ac51376308bfe02c7,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T19:33:52.384Z,1636,1653,98.97,22855,708537,58.11,23714,481803,39.51,23986,28966,2.38,1228876,99,1219306,2174435,1636,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668108935,2022-11-10 13:35:35 -0600,596577dcae983922edd7e2a9286de1cedd2d89ac,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T19:34:38.823Z,1636,1653,98.97,22855,708750,58.1,23714,482180,39.53,23986,28971,2.37,1228876,99,1219901,2174435,1636,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668113491,2022-11-10 14:51:31 -0600,ff6edb41db601c2197f9ebcdf4588080720c051e,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T20:50:26.114Z,1636,1653,98.97,22855,708537,58.11,23714,481803,39.51,23986,28966,2.38,1228876,99,1219306,2174435,1636,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668117149,2022-11-10 15:52:29 -0600,2ce6cc3d801bbe067ff2fa4b3101c7b257f325e5,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T21:49:56.731Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668117655,2022-11-10 16:00:55 -0600,ff00c779c558551c31c4fb1faf3d3579087d0301,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-10T21:59:48.833Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668139708,2022-11-10 22:08:28 -0600,d61e6740a607e33f9f298ec3fee247981fa993f3,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:07:07.688Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668139973,2022-11-10 22:12:53 -0600,d45b20694dbe60615e4911c10b747f2cbb398f7b,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:12:02.177Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668140061,2022-11-10 22:14:21 -0600,c72e872b5213f294128cda460a5c587bab390cbd,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:13:06.440Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668140148,2022-11-10 22:15:48 -0600,d94b7542e769e1eab7d605881690782680dd75b8,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:14:37.234Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668140190,2022-11-10 22:16:30 -0600,e8dc1fbf1269424fb746057882dca20707719ba8,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:15:36.340Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668140276,2022-11-10 22:17:56 -0600,fa1f217ef0fa957c1bf596eede98e30f9e40e271,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:16:42.584Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668140318,2022-11-10 22:18:38 -0600,393f9cb5c4056b1a29c7c39bed197a8ee2cc2f51,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:17:52.181Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668140403,2022-11-10 22:20:03 -0600,41db4fe21c022916f82f547744b4818ab6e858f3,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T04:18:42.766Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668179345,2022-11-11 09:09:05 -0600,2175cca0510c72df73a3d5761a24165fc6f7aac3,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T15:07:48.916Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668182976,2022-11-11 10:09:36 -0600,f744460d50c2fe00d219861492c8be311c57993d,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T16:08:36.971Z,1653,1653,100.0,22855,708793,58.09,23714,482359,39.53,23986,28980,2.38,1228876,99,1220132,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668184055,2022-11-11 10:27:35 -0600,be74aeda962ca4614d99eec2c03f9d55c69349bd,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-11T16:26:21.618Z,1653,1653,100.0,22855,708799,58.09,23714,482367,39.53,23986,28981,2.38,1228876,99,1220147,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668463187,2022-11-14 15:59:47 -0600,cc81693f05a2f5aedefc708643ea09f68e10d99a,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-14T21:59:28.257Z,1653,1653,100.0,22855,708849,58.09,23714,482449,39.54,23986,28983,2.38,1228876,99,1220281,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668463824,2022-11-14 16:10:24 -0600,62d68471a709e7b5e35d50ff3220aeade2c56966,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-14T22:09:59.401Z,1653,1653,100.0,22855,708850,58.09,23714,482450,39.54,23986,28983,2.38,1228876,99,1220283,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668463872,2022-11-14 16:11:12 -0600,34e19b291b83d421605998095318b96af4fe91be,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-14T22:10:50.917Z,1653,1653,100.0,22855,708852,58.09,23714,482450,39.54,23986,28983,2.38,1228876,99,1220285,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668463947,2022-11-14 16:12:27 -0600,9eac3a70925127fa7ad7aaf8cfbc4a641d767c96,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-14T22:12:02.381Z,1653,1653,100.0,22855,708852,58.09,23714,482451,39.54,23986,28983,2.38,1228876,99,1220286,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668464042,2022-11-14 16:14:02 -0600,8415f7821770793a4f6a977fc72599a47976ca47,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-14T22:13:41.339Z,1653,1653,100.0,22855,708852,58.09,23714,482452,39.54,23986,28983,2.38,1228876,99,1220287,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668464054,2022-11-14 16:14:14 -0600,f55e223ad7ff6e35efb40ce96e80fea2f8a2b8e7,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-14T22:14:01.566Z,1653,1653,100.0,22855,708858,58.09,23714,482455,39.54,23986,28983,2.38,1228876,99,1220296,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668527677,2022-11-15 09:54:37 -0600,422f16616990e40f5f96ebdf53bd63a7cce06d3f,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-15T15:54:16.630Z,1653,1653,100.0,22855,708881,58.09,23714,482468,39.54,23986,28983,2.38,1228876,99,1220332,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668537563,2022-11-15 12:39:23 -0600,a062c213b23c75cf3fff6a0d5427e9961e724147,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-15T18:39:04.594Z,1653,1653,100.0,22855,708897,58.09,23714,482483,39.54,23986,28987,2.38,1228876,99,1220367,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668544298,2022-11-15 14:31:38 -0600,326e1208393e7a0a94cf59cfadc255fd88c55725,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-15T20:31:19.633Z,1653,1653,100.0,22855,708903,58.09,23714,482495,39.54,23986,28987,2.38,1228876,99,1220385,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668551887,2022-11-15 16:38:07 -0600,258859da084dcd0c779bfb8aa24e676410d7ad30,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-15T22:37:49.358Z,1653,1653,100.0,22855,708906,58.09,23714,482502,39.54,23986,28987,2.38,1228876,99,1220395,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668612057,2022-11-16 09:20:57 -0600,466281b201f36d2231a679061e97b9c20095aa81,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-16T15:20:43.997Z,1653,1653,100.0,22855,708907,58.09,23714,482505,39.54,23986,28987,2.38,1228876,99,1220399,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668621104,2022-11-16 11:51:44 -0600,0aa38abd8b94e1edcc9a7f20805cd52125673aef,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-16T17:51:15.822Z,1653,1653,100.0,22855,708918,58.09,23714,482540,39.54,23986,28987,2.38,1228876,99,1220445,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668637757,2022-11-16 16:29:17 -0600,1601e3bb1281468247e2c8d53920046f3fe715ac,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-16T22:28:48.586Z,1653,1653,100.0,22855,708978,58.09,23714,482600,39.54,23986,28990,2.38,1228876,99,1220568,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668702739,2022-11-17 10:32:19 -0600,e741ad47e5fe53f6fdcefd51d84db9b5e6e7bfbc,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-17T16:31:24.531Z,1653,1653,100.0,22855,708986,58.08,23714,482642,39.54,23986,28992,2.38,1228876,99,1220620,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668725102,2022-11-17 16:45:02 -0600,1ef79368a72a84a8337fa7bcae4c21e41b95f623,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-17T22:44:38.826Z,1653,1653,100.0,22855,708990,58.08,23714,482643,39.54,23986,28992,2.38,1228876,99,1220625,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1668806297,2022-11-18 15:18:17 -0600,816a18446c1c30e609edcad70870ad4ad0429702,20221108IA17076,live,99.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-11-18T21:14:59.770Z,1653,1653,100.0,22855,709160,58.08,23714,482935,39.55,23986,28997,2.37,1228876,99,1221092,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
1671219369,2022-12-16 13:36:09 -0600,906b6b42467ed68ba65efd3945e8dbeba6d0ea4b,20221108IA17076,live,100.0,IA,Iowa,16,1,2022-11-09T02:00:00.000Z,state,0,2022-12-16T19:35:28.285Z,1653,1653,100.0,22855,709160,58.08,23714,482935,39.55,23986,28997,2.37,1221146,100,1221092,2174435,1653,1636,X,2022-11-09T02:00:06.798Z,0.0,,,1.0,
