captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.44291.first,candidates.44291.last,candidates.44291.abbrv,candidates.44291.party,candidates.44291.incumbent,candidates.44291.candidateID,candidates.44291.polID,candidates.44291.ballotOrder,candidates.44291.polNum,candidates.44291.electWon,candidates.47404.first,candidates.47404.last,candidates.47404.party,candidates.47404.candidateID,candidates.47404.polID,candidates.47404.ballotOrder,candidates.47404.polNum,candidates.47404.electWon,candidates.44291.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,OH-20221108_Eday62,36,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,279860,99,0,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,OH-20221108_Eday80,36,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,0,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667954328,2022-11-09 00:38:48 +0000,bfe97281aaab58d7c74edee2f505906bcc18daea,OH-20221108_Eday80,36,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,0,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,4222,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,7547,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,27086,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,85864,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,105376,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,272225,99,115418,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,262560,99,140465,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,262560,99,140465,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,294545,99,175513,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,283585,99,191398,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,260851,99,216429,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,266036,99,216429,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,267005,99,248187,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,259111,99,249168,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,259111,99,252618,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667967681,2022-11-08 22:21:21 -0600,21dcb165d821d41661e7c4d6fbcc7bfbb94326bb,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,259163,99,252618,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667970944,2022-11-08 23:15:44 -0600,ade12abccb70834d17788a299f1a5de3ad7d230d,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,264937,99,252629,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,260443,99,252629,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
1668144677,2022-11-10 23:31:17 -0600,3a8ac2e567abbe0a5ff2b79517b6691479c5408c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,255182,99,252629,1163677,True,20221108OH37258,2022-11-08,OH,44291,Brad,Wenstrup,Wenstrp,GOP,True,44291,61892,2,41176,0,Samantha,Meadows,Dem,47404,70127,1,42434,0,2022-11-09T02:15:02.102Z
