captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.35985.first,candidates.35985.last,candidates.35985.party,candidates.35985.candidateID,candidates.35985.ballotOrder,candidates.35985.polID,candidates.35985.polNum,candidates.35985.electWon,candidates.35991.first,candidates.35991.last,candidates.35991.party,candidates.35991.candidateID,candidates.35991.ballotOrder,candidates.35991.polID,candidates.35991.polNum,candidates.35991.electWon,candidates.35992.first,candidates.35992.last,candidates.35992.party,candidates.35992.candidateID,candidates.35992.ballotOrder,candidates.35992.polID,candidates.35992.polNum,candidates.35992.electWon,candidates.35991.winnerDateTime,isCertified
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,73960,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667972427,2022-11-08 23:40:27 -0600,ae4901446f849f3ab62f6a79323d475c59ad0832,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,74740,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667973204,2022-11-08 23:53:24 -0600,9ca1adc2a96ccb8173cfd35380377368538cfb03,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,78281,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,78647,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667974099,2022-11-09 00:08:19 -0600,67d73bab95116eb2dbcfbbf8bea9e7546d6f9d87,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,78281,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,78647,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,118521,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,124314,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,118521,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,124314,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667977118,2022-11-09 00:58:38 -0600,166d3636d4ad2b271b1961e941eeb74972fe2b9a,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,127982,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667977976,2022-11-09 01:12:56 -0600,49c0f85ed6cbaaac8f357b536c767f0a23714980,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271987,99,128546,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667979727,2022-11-09 01:42:07 -0600,f41db939b852c033d0f66ec2a12ae59a5cf6c37a,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,184674,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667981404,2022-11-09 02:10:04 -0600,e09740c31d10d15245b40b33933c939d855e3457,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,191051,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667981443,2022-11-09 02:10:43 -0600,7cffe27ed1e74c6f72f6bbb8eb945d7366a075bf,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,184674,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667981483,2022-11-09 02:11:23 -0600,71b7e139fa561afc8a43f66a3db53706a14f3cc6,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,191051,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667983071,2022-11-09 02:37:51 -0600,84bbf1af0bb96f095aaf2f6f55e9d106638797ad,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,199431,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667984283,2022-11-09 02:58:03 -0600,0170dd1ad3b2504037f68d6f19c85fd52c958ac5,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667986832,2022-11-09 03:40:32 -0600,b373c908906d2030d8c480d824b2d4d247fcda92,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667986872,2022-11-09 03:41:12 -0600,f878f3b60e8ceb3542d6c044870ffba85849690d,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667986912,2022-11-09 03:41:52 -0600,111328f8f980c2017f6b147fde38e9a3f7e11bab,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667986993,2022-11-09 03:43:13 -0600,8b76f9f5e0faac5f77a52bbededb5ed381e37bd4,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987156,2022-11-09 03:45:56 -0600,b0834d18baef8f9e56b541ac7d7fd923dfd61279,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987197,2022-11-09 03:46:37 -0600,c6de9a5ef91cb16901f36d62fb2513f293fa8ed2,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987239,2022-11-09 03:47:19 -0600,ea04b4cf4ec3ed63cf6d1c51c268e60bdfd448b5,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987280,2022-11-09 03:48:00 -0600,a88286d7028ba2595139baf03aeca44134230973,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987361,2022-11-09 03:49:21 -0600,9cc128b5987d9c59e09370f209f1915ff92ed38a,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987484,2022-11-09 03:51:24 -0600,980f6fe5a4a9ffa7810478d35fa77761f4ccdcbc,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987524,2022-11-09 03:52:04 -0600,c251c6fbf74f00217c61f2d533377b35edad2d39,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,202013,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667987563,2022-11-09 03:52:43 -0600,8abcd32a71680efad0e1b14075bb8680bae203ec,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,212778,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667989121,2022-11-09 04:18:41 -0600,c465f18bc76653d10d16bdf8263355edd2fe0344,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,215497,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667991608,2022-11-09 05:00:08 -0600,3f611dc22e70e34b02ef0e288a3370ae01bc6f2d,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,271267,99,218273,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667992401,2022-11-09 05:13:21 -0600,a32a35d16f8c200134080ac0a11ccd7a11b8d9d4,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,273976,99,218273,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1667994192,2022-11-09 05:43:12 -0600,e04a1a1f875c375d60e702643b84ca2825abab4c,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,273976,99,219917,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668030414,2022-11-09 15:46:54 -0600,f528cb66af389986eabc1a32bc09169c54fff0c7,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,273976,99,226641,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668038126,2022-11-09 17:55:26 -0600,0036a3ee70a035545d3db9940920e178ed1f5ba6,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,273976,99,229275,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668040617,2022-11-09 18:36:57 -0600,08ab8c82f8ef78d2c2a8cd5bf29aaa45e5456ba8,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,265746,99,229275,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668050680,2022-11-09 21:24:40 -0600,f486460e5469d4ee8fdc4d2f5854755efb4adb7c,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,265746,99,234933,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668052497,2022-11-09 21:54:57 -0600,82bf599f47df2571958e22a5e4c31b84b2dfe873,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,259540,99,234933,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668063894,2022-11-10 01:04:54 -0600,e09a34d18096d21e7030c9ddbf39408ac0f628c9,MT-20221108_Eday80,27,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Western,True,District 1,1,259540,99,241863,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,,
1668094712,2022-11-10 09:38:32 -0600,a172fe54d93ab4a4428d43d26a1cde467dacf7cd,MT-20221108_Eday80,27,General,G,Active Tabulation,Called,H,U.S. House,Western,True,District 1,1,259540,99,241864,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,2022-11-10T15:31:19.640Z,
1668096604,2022-11-10 10:10:04 -0600,782a13aa93971f05002895b3b0718e48f3751af7,MT-20221108_Eday80,27,General,G,Active Tabulation,Called,H,U.S. House,Western,True,District 1,1,262115,99,241864,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,2022-11-10T15:31:19.640Z,
1668100822,2022-11-10 11:20:22 -0600,f6904e4d6339de09b06c75d1f81309d0ddef2473,MT-20221108_Eday80,27,General,G,Active Tabulation,Called,H,U.S. House,Western,True,District 1,1,252485,99,241864,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,2022-11-10T15:31:19.640Z,
1669228519,2022-11-23 12:35:19 -0600,f58df05943e4a160bb78e04e86b48e7b3c211457,MT-20221108_Eday80,27,General,G,Tabulation Paused,Called,H,U.S. House,Western,True,District 1,1,252485,99,247406,449914,True,20221108MT28447,2022-11-08,MT,Monica,Tranel,Dem,35985,1,70314,30478,0,Ryan,Zinke,GOP,35991,2,63730,29296,0,John,Lamb,Lib,35992,3,70315,30501,0,2022-11-10T15:31:19.640Z,False
