captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108NJ31226,live,0.0,NJ,New Jersey,31,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T03:18:47.694Z,0,416,0.0,38233,0,0.0,39974,0,0.0,40010,0,0.0,40011,0,0.0,358560,99,0,785911,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108NJ31226,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:53:37.332Z,0,416,0.0,38233,0,0.0,39974,0,0.0,40010,0,0.0,40011,0,0.0,192529,99,0,785911,0,0,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108NJ31226,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:24:00.213Z,0,416,0.0,38233,0,0.0,39974,0,0.0,40010,0,0.0,40011,0,0.0,192529,99,0,785911,0,0,,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108NJ31226,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:39:59.253Z,0,416,0.0,38233,0,0.0,39974,0,0.0,40010,0,0.0,40011,0,0.0,192529,90,0,785911,0,0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108NJ31226,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:34.135Z,0,416,0.0,38233,0,0.0,39974,0,0.0,40010,0,0.0,40011,0,0.0,192529,90,0,785911,0,0,,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108NJ31226,live,0.85,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:18:35.697Z,43,416,10.34,38233,1271,77.64,39974,331,20.22,40011,20,1.22,40010,15,0.92,192529,90,1637,785911,43,4,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108NJ31226,live,7.64,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:27:36.789Z,0,416,0.0,38233,10919,74.27,39974,3608,24.54,40011,97,0.66,40010,77,0.52,192529,90,14701,785911,0,32,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108NJ31226,live,7.64,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:32:29.142Z,0,416,0.0,38233,10919,74.27,39974,3608,24.54,40011,97,0.66,40010,77,0.52,192529,90,14701,785911,0,32,0.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108NJ31226,live,7.64,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:34:52.269Z,0,416,0.0,38233,10919,74.27,39974,3608,24.54,40011,97,0.66,40010,77,0.52,192529,90,14701,785911,0,32,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108NJ31226,live,12.83,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:37:42.097Z,0,416,0.0,38233,18296,74.05,39974,6238,25.25,40011,97,0.39,40010,77,0.31,192529,90,24708,785911,0,53,0.0,,
