captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.22805.first,candidates.22805.last,candidates.22805.party,candidates.22805.candidateID,candidates.22805.ballotOrder,candidates.22805.polID,candidates.22805.polNum,candidates.22805.electWon,candidates.22806.first,candidates.22806.last,candidates.22806.party,candidates.22806.candidateID,candidates.22806.ballotOrder,candidates.22806.polID,candidates.22806.polNum,candidates.22806.electWon,candidates.22807.first,candidates.22807.last,candidates.22807.party,candidates.22807.candidateID,candidates.22807.ballotOrder,candidates.22807.polID,candidates.22807.polNum,candidates.22807.electWon,candidates.22805.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IN-20221108_Eday64,15,Special General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,0,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,IN-20221108_Eday80,15,Special General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,0,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667949299,2022-11-08 23:14:59 +0000,b334f05b75bafb94958f7797e615fb57e746d9de,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,0,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,4096,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,6888,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,10396,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,6888,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,10629,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,12975,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,21407,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,234305,99,23579,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2 Unexpired Term,0,231054,99,41800,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Called,H,U.S. House,True,District 2 Unexpired Term,0,228285,99,51157,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,2022-11-09T02:08:48.939Z
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,IN-20221108_Eday80,15,Special General,G,Active Tabulation,Called,H,U.S. House,True,District 2 Unexpired Term,0,228285,99,60604,934065,True,20221108IN15766,2022-11-08,IN,Rudy,Yakym,GOP,22805,1,71760,18796,0,Paul,Steury,Dem,22806,2,70026,18625,0,William,Henry,Lib,22807,3,71635,18769,0,2022-11-09T02:08:48.939Z
