captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108IN15766,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-07T16:43:12.295Z,0,561,0.0,22806,0,0.0,22807,0,0.0,22805,0,0.0,234305,99,0,934065,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108IN15766,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T21:28:48.167Z,0,561,0.0,22806,0,0.0,22807,0,0.0,22805,0,0.0,234305,99,0,934065,0,0,,,,
1667949299,2022-11-08 23:14:59 +0000,b334f05b75bafb94958f7797e615fb57e746d9de,20221108IN15766,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:10:36.717Z,0,561,0.0,22806,0,0.0,22807,0,0.0,22805,0,0.0,234305,99,0,934065,0,0,,,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,20221108IN15766,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:29:44.644Z,0,561,0.0,22806,0,0.0,22807,0,0.0,22805,0,0.0,234305,99,0,934065,0,0,,,,
1667950634,2022-11-08 23:37:14 +0000,ecdc17be694dba1a9d92600c132ccefe80ac0642,20221108IN15766,live,0.0,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-08T23:31:06.858Z,0,561,0.0,22806,0,0.0,22807,0,0.0,22805,0,0.0,234305,99,0,934065,0,0,,,,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,20221108IN15766,live,1.75,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:03:45.687Z,0,561,0.0,22805,2911,71.07,22806,1081,26.39,22807,104,2.54,234305,99,4096,934065,0,10,0.0,,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,20221108IN15766,live,1.75,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:07:27.981Z,0,561,0.0,22805,2911,71.07,22806,1081,26.39,22807,104,2.54,234305,99,4096,934065,0,10,0.0,,,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,20221108IN15766,live,2.94,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:25:37.702Z,0,561,0.0,22805,5067,73.56,22806,1638,23.78,22807,183,2.66,234305,99,6888,934065,0,16,0.0,,,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,20221108IN15766,live,2.94,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:30:02.245Z,0,561,0.0,22805,5067,73.56,22806,1638,23.78,22807,183,2.66,234305,99,6888,934065,0,16,0.0,,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108IN15766,live,4.44,IN,Indiana,15,1,2022-11-08T23:00:00.000Z,state,0,2022-11-09T00:43:15.121Z,0,561,0.0,22805,7868,75.68,22806,2187,21.04,22807,341,3.28,234305,99,10396,934065,0,25,0.0,,,
