captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.79293.first,candidates.79293.last,candidates.79293.party,candidates.79293.incumbent,candidates.79293.candidateID,candidates.79293.polID,candidates.79293.ballotOrder,candidates.79293.polNum,candidates.79293.electWon,candidates.79293.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday62,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 13,13,599437,99,0,12359054,True,20221108NY36593,2022-11-08,NY,79293,Adriano,Espaillat,Dem,True,79293,57004,1,49519,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NY-20221108_Eday80,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 13,13,599437,99,0,12359054,True,20221108NY36593,2022-11-08,NY,79293,Adriano,Espaillat,Dem,True,79293,57004,1,49519,0.0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,NY-20221108_Eday80,33,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 13,13,599437,99,0,12359054,True,20221108NY36593,2022-11-08,NY,79293,Adriano,Espaillat,Dem,True,79293,57004,1,49519,0.0,2022-11-09T02:00:56.009Z,
1671221389,2022-12-16 14:09:49 -0600,8ec01a2dcee3b636a5d003f3e01503fd7e5260cf,NY-20221108_Eday80,33,General,G,Tabulation Paused,Called,H,U.S. House,True,True,District 13,13,116589,100,0,12359054,True,20221108NY36593,2022-11-08,NY,79293,Adriano,Espaillat,Dem,True,79293,57004,1,49519,,2022-11-09T02:00:56.009Z,False
