captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.39138.first,candidates.39138.last,candidates.39138.abbrv,candidates.39138.party,candidates.39138.incumbent,candidates.39138.candidateID,candidates.39138.polID,candidates.39138.ballotOrder,candidates.39138.polNum,candidates.39138.electWon,candidates.39947.first,candidates.39947.last,candidates.39947.abbrv,candidates.39947.party,candidates.39947.candidateID,candidates.39947.polID,candidates.39947.ballotOrder,candidates.39947.polNum,candidates.39947.electWon,candidates.39989.first,candidates.39989.last,candidates.39989.party,candidates.39989.candidateID,candidates.39989.polID,candidates.39989.ballotOrder,candidates.39989.polNum,candidates.39989.electWon,candidates.39990.first,candidates.39990.last,candidates.39990.party,candidates.39990.candidateID,candidates.39990.polID,candidates.39990.ballotOrder,candidates.39990.polNum,candidates.39990.electWon,candidates.39138.winnerDateTime,isCertified
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,228132,90,68297,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,228132,90,95365,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,236894,90,99655,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,236894,90,109276,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,236894,90,111083,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,236894,90,119850,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,242048,90,122026,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,242048,90,140091,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243465,90,155868,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243465,90,161236,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,252195,90,176062,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,252195,90,187357,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,199474,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,201397,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,202621,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,207567,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667971438,2022-11-08 23:23:58 -0600,d5ddddc05986f343066e92d34cfda0b6971066eb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,207567,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,252195,90,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,224521,90,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,218848,95,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667975361,2022-11-09 00:29:21 -0600,d37d846c431e83eb6217de33215cf28365760117,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,220137,95,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667976144,2022-11-09 00:42:24 -0600,9ba67be41054bbe85d475769a3f52b32f07bb1ad,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,220137,95,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1667976225,2022-11-09 00:43:45 -0600,c783db16cb20062f52dbeb35e3ddece74a1360e9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,208804,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668027189,2022-11-09 14:53:09 -0600,fdebecf8209f7827bfed7bd1fe26d24ecec8a5f1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,208950,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668092519,2022-11-10 09:01:59 -0600,3399a8985bd331b8b790fc41b87273ffdaac2b6b,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,209509,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668116097,2022-11-10 15:34:57 -0600,361f57832c11463b32302808a4ab590b9727419a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,210035,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668116139,2022-11-10 15:35:39 -0600,0b9f8ad1f86239e34e5f12c2e25eb267c2e33e72,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,209509,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668116394,2022-11-10 15:39:54 -0600,72f0e70e22c36b3f86362da1f5068947f2f8294c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,219795,95,210035,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668205734,2022-11-11 16:28:54 -0600,1812fe0132ddf6d2fd7d82fbf37f6704ec0583f3,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,239792,95,229032,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668283946,2022-11-12 14:12:26 -0600,b22efe12371366e898d198891f884da60650d5c6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,239792,95,228852,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668604548,2022-11-16 07:15:48 -0600,aa2c75b350347820a3d0bb22ff561c208fcee6e6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,239792,95,229238,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1668714944,2022-11-17 13:55:44 -0600,b5e0195156d08bf0ce8d23d003bc557d0b1dfa9f,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,239792,95,229238,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1669066182,2022-11-21 15:29:42 -0600,cfcd2e3d31be9f62a1930bf5b26ced4f96385acb,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,239049,95,230086,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,
1669668901,2022-11-28 14:55:01 -0600,cf9f7be32e55483a60e207b261a397534a1ce062,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,238769,95,232639,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,False
1669669721,2022-11-28 15:08:41 -0600,6e81e4653e6e1d895d1cdd827690d4156e34803f,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,237674,95,235536,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,False
1669906899,2022-12-01 09:01:39 -0600,bfec71ac379f9733a218c16e10543cb3473add7a,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,237674,95,236482,1020405,True,20221108NJ31205,2022-11-08,NJ,39138,Jeff,Van Drew,VanDrw,GOP,True,39138,56642,2,33347,0,Tim,Alexander,Alexandr,Dem,39947,70440,1,35533,0,Michael,Gallo,Ind,39989,71518,3,35514,0,Anthony,Sanchez,Ind,39990,67769,4,35120,0,2022-11-09T04:00:31.050Z,False
