captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51911.first,candidates.51911.last,candidates.51911.abbrv,candidates.51911.party,candidates.51911.candidateID,candidates.51911.ballotOrder,candidates.51911.polID,candidates.51911.polNum,candidates.51911.electWon,candidates.51923.first,candidates.51923.last,candidates.51923.incumbent,candidates.51923.party,candidates.51923.candidateID,candidates.51923.ballotOrder,candidates.51923.polID,candidates.51923.polNum,candidates.51923.electWon,candidates.51923.winnerDateTime,isCertified
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 5,5,296157,99,230844,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,294209,99,249130,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,294209,99,250957,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,290564,99,250957,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,308854,99,287155,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,295613,99,291688,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,308854,99,291688,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,320566,99,293335,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,299349,99,293335,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,320566,99,293335,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,320566,99,294016,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667970681,2022-11-08 23:11:21 -0600,dd69cd860a28762a05e9344e662f63641aef1dd4,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,320566,99,294697,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,297605,99,294697,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667975032,2022-11-09 00:23:52 -0600,2b4eef55da041b24d8b907ba1775c35ebda992e0,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,297605,99,297567,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667975898,2022-11-09 00:38:18 -0600,7609424c163438fd3cafbbf7ed6226754e52c1bd,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,300504,99,297567,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1667982318,2022-11-09 02:25:18 -0600,d78896390711a8466dc4ef9e83dee06bc896d9df,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,303731,99,300761,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668008444,2022-11-09 09:40:44 -0600,7a7d57c5f6e24a7c3a58f95fb1be6a6a35d03970,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,303731,99,300764,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668010121,2022-11-09 10:08:41 -0600,c38745d8182dec6b7878083215e13d3489f1534d,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,303731,99,300766,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668011817,2022-11-09 10:36:57 -0600,ecdbfd80bb1a68277e8c8c3a22ad4172c7ecf2b6,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,304217,99,300770,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668043013,2022-11-09 19:16:53 -0600,99b14fa3a44ee71bdff622024b1a59d3398390e8,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,304217,99,301738,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668087769,2022-11-10 07:42:49 -0600,bf77bec661e98d2ca662004915c10037d410556c,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,304217,99,301761,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668087810,2022-11-10 07:43:30 -0600,f8e11636af62a291c895524f3460e39cc1ecbc8f,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,304217,99,301738,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668087848,2022-11-10 07:44:08 -0600,a8fe6b4167fa7977e9192b843fac6c177deca046,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,304217,99,301761,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668096143,2022-11-10 10:02:23 -0600,6aaa6ab79f0cd3d96991f2a73c47f4e3c37d37de,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301761,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668096984,2022-11-10 10:16:24 -0600,398c8110ad5814c33f874ebb834f3f3b3f134e76,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301581,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668103905,2022-11-10 12:11:45 -0600,3df4084644962aa4dcacf495cfc66456066fd570,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301883,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668110629,2022-11-10 14:03:49 -0600,fb4aab622c0b2e98754beaca1e7340f11aa30787,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301898,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668110669,2022-11-10 14:04:29 -0600,d57edd69ec3a84fe80cc995f913d7d37d8acbb22,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301883,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668110712,2022-11-10 14:05:12 -0600,7c87aa47d58ed09574f09b4008f5292f678a00c4,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301898,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668112361,2022-11-10 14:32:41 -0600,af9c77a0a4e9711b2a989a243183f99057d8a721,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301930,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668113867,2022-11-10 14:57:47 -0600,1116bec8bf990033b9ef879075aa954620d0ce86,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,301936,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668116394,2022-11-10 15:39:54 -0600,72f0e70e22c36b3f86362da1f5068947f2f8294c,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,302026,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668134615,2022-11-10 20:43:35 -0600,1c2b9dbdfa5b086718141d976424ffdb74cf06ca,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305490,99,302026,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668134700,2022-11-10 20:45:00 -0600,257c0acc9e40e671e403feced1dea6ce310250a3,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305185,99,302026,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668134743,2022-11-10 20:45:43 -0600,d30883ce814c656196e03a0cb700d30119e165ca,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305490,99,302026,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668140660,2022-11-10 22:24:20 -0600,5b065a539e06a6cfc8d73fb4df4c8102fa68513e,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 5,5,305446,99,302026,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668209294,2022-11-11 17:28:14 -0600,7314dc5797521cfa61f26299404a8ca4eed331ff,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,305446,99,302136,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668446851,2022-11-14 11:27:31 -0600,9a85d18598a3bcc387679f031c3442f7e79a63fd,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,305446,99,302180,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668448412,2022-11-14 11:53:32 -0600,4db27a93ed087538b3a95048560121bfab87c5a9,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,305446,99,302252,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668454103,2022-11-14 13:28:23 -0600,58f11389546c33064cc1f356d8658aa5dc7bb002,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,305446,99,302310,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668455826,2022-11-14 13:57:06 -0600,1f8a6f4d06e57d6c2d8bc527054c7149b5931aed,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,305446,99,302336,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668457648,2022-11-14 14:27:28 -0600,044e476c6b864293fc4a5f13b733ad0a9d790bb2,VA-20221108_Eday80,47,General,G,Tabulation Paused,Called,H,U.S. House,True,District 5,5,305446,99,302424,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668459508,2022-11-14 14:58:28 -0600,e2e611279a5178b443c5fa9f8166aa010c0d0bf9,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,302610,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668461373,2022-11-14 15:29:33 -0600,0fef3fdb3f474b566f32163a83b018dbdaa3e3a4,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,302827,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668463062,2022-11-14 15:57:42 -0600,75624f16f47863e23de1dcd40e9d681354dcbabc,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,302765,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668464905,2022-11-14 16:28:25 -0600,6c08098326c186c86c2bcd0fe4a3a8ba2e70d06e,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,302939,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668466617,2022-11-14 16:56:57 -0600,01cf7c6c68841831fc7ed80fb0959290358ad3bf,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,303365,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668468465,2022-11-14 17:27:45 -0600,e44eb9721ad2fefacbbdaf7838deef5561ad03ff,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304332,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668470313,2022-11-14 17:58:33 -0600,0dfa0534592c87b25db26a0d526d226b62956da8,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304364,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668472029,2022-11-14 18:27:09 -0600,8dc9ac798767ff8c810a1be843825e6c8719755b,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304453,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668475702,2022-11-14 19:28:22 -0600,29a803c0fb09f3b1721e08b9cfd55edd4ff9bddb,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304699,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668520552,2022-11-15 07:55:52 -0600,cf06a2cb4c9cc3b3e009cc2a9d848fca75cf5358,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304657,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668522521,2022-11-15 08:28:41 -0600,d97a4c0e37b81cd3e448f3bc1f6b600fff0d9afd,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304710,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
1668526078,2022-11-15 09:27:58 -0600,3bd93eab9e78e4117894cea48d1e96fc323ca8be,VA-20221108_Eday80,47,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 5,5,305446,99,304711,1398174,True,20221108VA47009,2022-11-08,VA,51923,Joshua,Throneburg,Thronbrg,Dem,51911,1,70900,49639,0,Robert,Good,True,GOP,51923,2,69523,49576,0,2022-11-09T02:04:05.506Z,
