captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108TN43003,live,0.0,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:28:19.973Z,0,201,0.0,50988,0,0.0,50489,0,0.0,50749,0,0.0,50989,0,0.0,251255,99,0,860532,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108TN43003,live,0.0,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T18:26:06.151Z,0,201,0.0,50988,0,0.0,50489,0,0.0,50749,0,0.0,50989,0,0.0,251255,99,0,860532,0,0,,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108TN43003,live,7.09,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:15:20.906Z,0,201,0.0,50489,12102,67.91,50749,5344,29.99,50988,272,1.53,50989,102,0.57,251255,99,17820,860532,0,14,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108TN43003,live,9.2,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:20:10.036Z,0,201,0.0,50489,16406,71.0,50749,6231,26.97,50988,341,1.48,50989,129,0.56,251255,99,23107,860532,0,18,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108TN43003,live,14.36,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:28:35.278Z,0,201,0.0,50489,26548,73.56,50749,8851,24.53,50988,507,1.4,50989,183,0.51,251255,99,36089,860532,0,29,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108TN43003,live,26.39,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:30:19.752Z,1,201,0.5,50489,49859,75.2,50749,15285,23.05,50988,851,1.28,50989,303,0.46,251255,99,66298,860532,1,53,0.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108TN43003,live,31.21,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:37:40.109Z,1,201,0.5,50489,59696,76.11,50749,17382,22.16,50988,994,1.27,50989,357,0.46,251255,99,78429,860532,1,63,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108TN43003,live,32.05,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:43:06.275Z,7,201,3.48,50489,61347,76.18,50749,17759,22.05,50988,1038,1.29,50989,382,0.47,251255,99,80526,860532,7,64,0.0,X,2022-11-09T01:43:06.048Z
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108TN43003,live,32.4,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:43:49.383Z,10,201,4.98,50489,62075,76.26,50749,17880,21.97,50988,1055,1.3,50989,389,0.48,251255,99,81399,860532,10,65,0.0,X,2022-11-09T01:43:06.048Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108TN43003,live,33.79,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:57:11.126Z,21,201,10.45,50489,64991,76.55,50749,18390,21.66,50988,1107,1.3,50989,417,0.49,251255,99,84905,860532,21,68,0.0,X,2022-11-09T01:43:06.048Z
