captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22051,2,2022-11-09T01:00:00.000Z,FIPSCode,22051,2022-11-07T03:12:06.619Z,0,0.0,109,0.0,25339,0,0.0,25340,0,0.0,53250,99,0,117347,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-08T19:34:19.326Z,0,0.0,109,0.0,25339,0,0.0,25340,0,0.0,64017,99,0,117347,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T02:03:44.686Z,0,0.0,109,0.0,25339,0,0.0,25340,0,0.0,64017,99,0,117347,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T02:25:13.528Z,1,16.2,109,0.92,25339,7089,68.37,25340,3279,31.63,64017,99,10368,117347,1,18
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T02:30:46.558Z,1,16.2,109,0.92,25339,7089,68.37,25340,3279,31.63,64017,99,10368,117347,1,18
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T02:45:27.351Z,1,16.2,109,0.92,25339,7089,68.37,25340,3279,31.63,64017,99,10368,117347,1,18
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T02:59:13.537Z,9,18.36,109,8.26,25339,8300,70.61,25340,3455,29.39,64017,99,11755,117347,9,20
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T03:01:16.583Z,27,26.18,109,24.77,25339,10911,65.11,25340,5848,34.89,64017,99,16759,117347,27,29
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T03:07:54.646Z,42,30.99,109,38.53,25339,12204,61.51,25340,7637,38.49,64017,99,19841,117347,42,34
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22051,2,2022-11-09T02:00:00.000Z,FIPSCode,22051,2022-11-09T03:12:56.042Z,57,44.8,109,52.29,25339,14496,62.21,25340,8807,37.79,52012,99,23303,117347,57,49
