captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22005,2,2022-11-09T01:00:00.000Z,FIPSCode,22005,2022-11-07T03:12:06.616Z,0,0.0,17,0.0,25339,0,0.0,25340,0,0.0,6782,99,0,13504,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-08T19:34:19.324Z,0,0.0,17,0.0,25339,0,0.0,25340,0,0.0,7493,99,0,13504,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T02:03:43.237Z,0,0.0,17,0.0,25339,0,0.0,25340,0,0.0,7493,99,0,13504,0,0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T02:03:43.237Z,0,0.0,17,0.0,25339,0,0.0,25340,0,0.0,7493,99,0,13504,0,0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T02:03:43.237Z,0,0.0,17,0.0,25339,0,0.0,25340,0,0.0,7493,99,0,13504,0,0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T02:45:24.483Z,0,0.0,17,0.0,25339,0,0.0,25340,0,0.0,7493,99,0,13504,0,0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T02:58:55.795Z,0,21.67,17,0.0,25339,1073,66.07,25340,551,33.93,7493,99,1624,13504,0,4
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T02:58:55.795Z,0,21.67,17,0.0,25339,1073,66.07,25340,551,33.93,7493,99,1624,13504,0,4
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T03:07:50.327Z,0,21.67,17,0.0,25339,1073,66.07,25340,551,33.93,7493,99,1624,13504,0,4
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,LA,22005,2,2022-11-09T02:00:00.000Z,FIPSCode,22005,2022-11-09T03:11:55.408Z,0,21.67,17,0.0,25339,1073,66.07,25340,551,33.93,7493,99,1624,13504,0,4
