captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.18828.first,candidates.18828.last,candidates.18828.incumbent,candidates.18828.party,candidates.18828.candidateID,candidates.18828.ballotOrder,candidates.18828.polID,candidates.18828.polNum,candidates.18828.electWon,candidates.22553.first,candidates.22553.last,candidates.22553.abbrv,candidates.22553.party,candidates.22553.candidateID,candidates.22553.ballotOrder,candidates.22553.polID,candidates.22553.polNum,candidates.22553.electWon,candidates.18828.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CT-20221108_Eday80,7,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,295702,95,0,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CT-20221108_Eday81,7,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 4,4,295702,95,0,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295702,95,3531,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,15011,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,21442,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,17616,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,21442,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,28306,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,30577,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,36574,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,36586,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,41070,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,36586,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,41070,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,44541,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295353,95,52707,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,295395,95,59711,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,293679,95,59711,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,CT-20221108_Eday81,7,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 4,4,293679,95,61857,751244,True,20221108CT7013,2022-11-08,CT,18828,Jim,Himes,True,Dem,18828,1,59590,13581,0,Jayme,Stevenson,Stevensn,GOP,22553,2,71296,14490,0,,
