captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.40113.first,candidates.40113.last,candidates.40113.incumbent,candidates.40113.party,candidates.40113.candidateID,candidates.40113.ballotOrder,candidates.40113.polID,candidates.40113.polNum,candidates.40113.electWon,candidates.41202.first,candidates.41202.last,candidates.41202.abbrv,candidates.41202.party,candidates.41202.candidateID,candidates.41202.ballotOrder,candidates.41202.polID,candidates.41202.polNum,candidates.41202.electWon,candidates.41413.first,candidates.41413.last,candidates.41413.party,candidates.41413.candidateID,candidates.41413.ballotOrder,candidates.41413.polID,candidates.41413.polNum,candidates.41413.electWon,candidates.40113.winnerDateTime
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,315000,99,127727,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,315000,99,174188,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,315000,99,193165,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,315000,99,208942,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,300000,99,228237,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,300000,99,233722,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667969204,2022-11-08 22:46:44 -0600,861af312a343e9b4769e08b8c7c8c17fab4dadef,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,300000,99,234878,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,300000,99,234941,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667970899,2022-11-08 23:14:59 -0600,ca5b649b3885623b3ef37439107a0fa8db2d1846,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,300000,99,236372,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667972634,2022-11-08 23:43:54 -0600,3031aa1b4c4f867ee3a729dc96e8d9a1d63eee32,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,248813,99,236372,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667974712,2022-11-09 00:18:32 -0600,8831ad0cd913a7df98a9591de88a61ddfc8730ee,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,248813,99,239209,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1667975609,2022-11-09 00:33:29 -0600,62fa28ab1db323241f81f05574f15005f7d100fe,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,241625,99,239209,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1668187893,2022-11-11 11:31:33 -0600,a5cbf145d5e5370316a76836a02c138af0c83f39,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,241625,99,239185,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1668187934,2022-11-11 11:32:14 -0600,9bc3ee23efb21843741c7372f35069a2b855c0b7,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,241625,99,239209,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1668187976,2022-11-11 11:32:56 -0600,431d58950b1bfcdd58d7fc21f5cb8dbfbface2b5,ND-20221108_Eday80,35,General,G,Active Tabulation,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,241625,99,239185,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
1668700524,2022-11-17 09:55:24 -0600,626cce4f59cf909c3a49ae36fa2e780349403420,ND-20221108_Eday80,35,General,G,Tabulation Paused,Called,S,U.S. Senate,John,Hoeven,GOP,40113,1780,36262,True,True,True,241625,99,239185,582365,True,20221108ND35541,2022-11-08,ND,40113,John,Hoeven,True,GOP,40113,2,1780,36262,0,Katrina,Christiansen,Chrstnsn,Dem,41202,1,70346,37067,0,Rick,Becker,Ind,41413,3,71780,36683,0,2022-11-09T02:00:06.798Z
