captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.8346.first,candidates.8346.last,candidates.8346.incumbent,candidates.8346.party,candidates.8346.candidateID,candidates.8346.ballotOrder,candidates.8346.polID,candidates.8346.polNum,candidates.8346.electWon,candidates.10901.first,candidates.10901.last,candidates.10901.abbrv,candidates.10901.party,candidates.10901.candidateID,candidates.10901.ballotOrder,candidates.10901.polID,candidates.10901.polNum,candidates.10901.electWon,candidates.11181.first,candidates.11181.last,candidates.11181.party,candidates.11181.candidateID,candidates.11181.ballotOrder,candidates.11181.polID,candidates.11181.polNum,candidates.11181.electWon,candidates.8346.winnerDateTime,isCertified
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,439423,99,89913,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,439423,99,102639,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,439423,99,142626,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,439423,99,155170,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,439423,99,206410,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MO-20221108_Eday80,26,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,439423,99,210153,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,439423,99,210153,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,2022-11-09T04:15:32.119Z,
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,439423,99,213370,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,2022-11-09T04:15:32.119Z,
1667970899,2022-11-08 23:14:59 -0600,ca5b649b3885623b3ef37439107a0fa8db2d1846,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,439423,99,231536,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,2022-11-09T04:15:32.119Z,
1667974099,2022-11-09 00:08:19 -0600,67d73bab95116eb2dbcfbbf8bea9e7546d6f9d87,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,439423,99,245095,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,2022-11-09T04:15:32.119Z,
1668035049,2022-11-09 17:04:09 -0600,bff087a16a7b280445ae4738ddb66814d22774a9,MO-20221108_Eday80,26,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,247570,99,245095,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,0.0,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,0.0,Jim,Higgins,Lib,11181,3,1338,30415,0.0,2022-11-09T04:15:32.119Z,
1670618269,2022-12-09 14:37:49 -0600,9bbc2bac587fc18fb5484b985d11a13337a6cf5d,MO-20221108_Eday80,26,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 8,8,245395,100,245095,865492,True,20221108MO26035,2022-11-08,MO,8346,Jason,Smith,True,GOP,8346,2,62802,29413,,Randi,McCallian,McCallin,Dem,10901,1,71359,31737,,Jim,Higgins,Lib,11181,3,1338,30415,,2022-11-09T04:15:32.119Z,False
