captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.39164.first,candidates.39164.last,candidates.39164.party,candidates.39164.incumbent,candidates.39164.candidateID,candidates.39164.polID,candidates.39164.ballotOrder,candidates.39164.polNum,candidates.39164.electWon,candidates.39980.first,candidates.39980.last,candidates.39980.party,candidates.39980.candidateID,candidates.39980.polID,candidates.39980.ballotOrder,candidates.39980.polNum,candidates.39980.electWon,candidates.40016.first,candidates.40016.last,candidates.40016.party,candidates.40016.candidateID,candidates.40016.polID,candidates.40016.ballotOrder,candidates.40016.polNum,candidates.40016.electWon,candidates.39164.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NJ-20221108_Eday62,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,408178,99,0,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NJ-20221108_Eday80,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,230744,99,0,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,NJ-20221108_Eday80,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,0,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,NJ-20221108_Eday80,31,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,0,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,28004,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,0,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,36027,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,73260,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,99585,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 11,11,230744,90,104263,1104821,True,20221108NJ31230,2022-11-08,NJ,39164,Mikie,Sherrill,Dem,True,39164,66853,1,35194,0,Paul,DeGroot,GOP,39980,70464,2,35557,0,Joseph,Biasco,Ind,40016,71534,3,35578,0,,
