captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51376.first,candidates.51376.last,candidates.51376.party,candidates.51376.incumbent,candidates.51376.candidateID,candidates.51376.polID,candidates.51376.ballotOrder,candidates.51376.polNum,candidates.51376.electWon,candidates.51925.first,candidates.51925.last,candidates.51925.party,candidates.51925.candidateID,candidates.51925.polID,candidates.51925.ballotOrder,candidates.51925.polNum,candidates.51925.electWon,candidates.51930.first,candidates.51930.last,candidates.51930.party,candidates.51930.candidateID,candidates.51930.polID,candidates.51930.ballotOrder,candidates.51930.polNum,candidates.51930.electWon,candidates.51376.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,VA-20221108_Eday62,47,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,418542,99,0,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,VA-20221108_Eday80,47,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,0,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,VA-20221108_Eday80,47,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,0,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,0,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,1165,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,2112,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,3283,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,348570,99,109681,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,VA-20221108_Eday80,47,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,305952,99,157783,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,VA-20221108_Eday80,47,General,G,Active Tabulation,Called,H,U.S. House,True,District 8,8,305952,99,165666,717848,True,20221108VA47015,2022-11-08,VA,51376,Donald,Beyer,Dem,True,51376,45543,1,47004,0,Teddy,Fikre,Ind,51925,71714,2,49648,0,Karina,Lipsman,GOP,51930,71813,3,49649,0,2022-11-09T01:42:42.105Z,
