captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108FL11160,live,0.0,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T22:53:11.589Z,0,5667,0.0,19377,0,0.0,23167,0,0.0,23716,0,0.0,23717,0,0.0,23718,0,0.0,9139276,99,0,13708914,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108FL11160,live,0.0,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-08T21:10:32.051Z,0,5667,0.0,19377,0,0.0,23167,0,0.0,23716,0,0.0,23717,0,0.0,23718,0,0.0,9139276,99,0,13708914,0,0,,,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,20221108FL11160,live,16.68,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:09:37.119Z,6,5667,0.11,23167,767091,50.32,19377,744066,48.81,23717,5440,0.36,23716,4940,0.32,23718,2845,0.19,9139276,99,1524382,13708914,6,945,0.0,1.0,,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,20221108FL11160,live,22.1,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:14:02.900Z,9,5667,0.16,19377,1013579,50.17,23167,988868,48.95,23717,7337,0.36,23716,6610,0.33,23718,3798,0.19,9139276,99,2020192,13708914,9,1253,1.0,0.0,,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,20221108FL11160,live,39.36,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:21:23.047Z,301,5667,5.31,19377,1861256,51.74,23167,1701243,47.29,23717,14047,0.39,23716,13310,0.37,23718,7642,0.21,9139276,99,3597498,13708914,301,2231,1.0,0.0,,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,20221108FL11160,live,46.13,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:25:42.455Z,395,5667,6.97,19377,2063584,52.63,23167,1819987,46.42,23717,14957,0.38,23716,14357,0.37,23718,8171,0.21,8500000,99,3921056,11713963,395,2614,1.0,0.0,,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,20221108FL11160,live,50.18,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:30:34.278Z,745,5667,13.15,19377,2262513,53.05,23167,1960747,45.97,23717,16619,0.39,23716,16073,0.38,23718,9071,0.21,8500000,99,4265023,11713963,745,2844,1.0,0.0,,
1667954328,2022-11-09 00:38:48 +0000,bfe97281aaab58d7c74edee2f505906bcc18daea,20221108FL11160,live,56.67,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:35:07.529Z,1146,5667,20.22,19377,2544669,52.83,23167,2224645,46.19,23717,18938,0.39,23716,18192,0.38,23718,10239,0.21,8500000,99,4816683,11713963,1146,3211,1.0,0.0,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108FL11160,live,61.21,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:39:31.672Z,1435,5667,25.32,19377,2802990,53.88,23167,2348254,45.14,23717,20502,0.39,23716,19766,0.38,23718,10936,0.21,8500000,99,5202448,11713963,1435,3469,1.0,0.0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,20221108FL11160,live,63.87,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T00:43:51.694Z,1973,5667,34.82,19377,2955268,54.44,23167,2419662,44.57,23717,21538,0.4,23716,20943,0.39,23718,11571,0.21,8500000,99,5428982,11713963,1973,3620,1.0,0.0,,
