captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.19377.first,candidates.19377.last,candidates.19377.incumbent,candidates.19377.party,candidates.19377.candidateID,candidates.19377.ballotOrder,candidates.19377.polID,candidates.19377.polNum,candidates.19377.electWon,candidates.23167.first,candidates.23167.last,candidates.23167.party,candidates.23167.candidateID,candidates.23167.ballotOrder,candidates.23167.polID,candidates.23167.polNum,candidates.23167.electWon,candidates.23716.first,candidates.23716.last,candidates.23716.party,candidates.23716.candidateID,candidates.23716.ballotOrder,candidates.23716.polID,candidates.23716.polNum,candidates.23716.electWon,candidates.23717.first,candidates.23717.last,candidates.23717.party,candidates.23717.candidateID,candidates.23717.ballotOrder,candidates.23717.polID,candidates.23717.polNum,candidates.23717.electWon,candidates.23718.first,candidates.23718.last,candidates.23718.party,candidates.23718.candidateID,candidates.23718.ballotOrder,candidates.23718.polID,candidates.23718.polNum,candidates.23718.electWon,candidates.19377.winnerDateTime
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,6660028,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,6786171,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,6912116,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,6905095,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,6912116,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7067311,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7237978,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7267277,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7237978,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7267277,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7440440,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7387226,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7450794,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7496025,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7495275,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7496025,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7509456,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7547600,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7593169,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7598676,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,8500000,99,7619219,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7622723,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7622721,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7675920,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7685825,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7692509,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7685825,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667969592,2022-11-08 22:53:12 -0600,1aa535c5b76797aa0c55f68109cd2149e6f7b08a,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7692509,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7701198,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7937921,99,7704634,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667972898,2022-11-08 23:48:18 -0600,7f5611a68542690dfbbea4b10f2d25fb123813f8,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7788168,99,7711376,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,S,U.S. Senate,Marco,Rubio,GOP,19377,53044,12082,True,True,True,7788168,99,7711559,11713963,True,20221108FL11160,2022-11-08,FL,19377,Marco,Rubio,True,GOP,19377,5,53044,12082,0,Val,Demings,Dem,23167,1,62128,13926,0,Dennis,Misigoy,Lib,23716,3,71766,15974,0,Steven,Grant,NPA,23717,2,71767,15975,0,Tuan,Nguyen,NPA,23718,4,71777,15976,0,2022-11-09T01:17:48.606Z
