captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.36172.first,candidates.36172.last,candidates.36172.abbrv,candidates.36172.incumbent,candidates.36172.party,candidates.36172.candidateID,candidates.36172.ballotOrder,candidates.36172.polID,candidates.36172.polNum,candidates.36172.electWon,candidates.37634.first,candidates.37634.last,candidates.37634.party,candidates.37634.candidateID,candidates.37634.ballotOrder,candidates.37634.polID,candidates.37634.polNum,candidates.37634.electWon,candidates.37880.first,candidates.37880.last,candidates.37880.abbrv,candidates.37880.party,candidates.37880.candidateID,candidates.37880.ballotOrder,candidates.37880.polID,candidates.37880.polNum,candidates.37880.electWon,candidates.37881.first,candidates.37881.last,candidates.37881.party,candidates.37881.candidateID,candidates.37881.ballotOrder,candidates.37881.polID,candidates.37881.polNum,candidates.37881.electWon,candidates.37882.first,candidates.37882.last,candidates.37882.party,candidates.37882.candidateID,candidates.37882.ballotOrder,candidates.37882.polID,candidates.37882.polNum,candidates.37882.electWon,candidates.37917.last,candidates.37917.abbrv,candidates.37917.party,candidates.37917.candidateID,candidates.37917.ballotOrder,candidates.37917.polID,candidates.37917.polNum,candidates.37917.electWon,candidates.36172.winnerDateTime,isCertified
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1350000,99,663830,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1229315,99,663830,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667982876,2022-11-09 02:34:36 -0600,f1dcf8490c2a8ff76c7720ff88b0d3bca82564fc,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1229315,99,682083,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667983553,2022-11-09 02:45:53 -0600,c63600d3f3c0c1ad8d91025412d32752158fb3d0,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1229315,99,758508,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667984521,2022-11-09 03:02:01 -0600,478e8a63ef6b65738d72dc5bd2c6dd42a0ae8361,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,774815,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986188,2022-11-09 03:29:48 -0600,64f0dd4fc7a8de22a11d1603592ffce335504ee7,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,790842,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986229,2022-11-09 03:30:29 -0600,de4f075f484eeefc61db9b38c50cadb02e21f0eb,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,774815,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986270,2022-11-09 03:31:10 -0600,8b08ac238b66c1bf432ca7a82738d5523f4e4f8f,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986312,2022-11-09 03:31:52 -0600,247a3d1d50873ce12e852fc2d9d50fa5f45ffbf7,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986351,2022-11-09 03:32:31 -0600,458a623671788240c2b9d6b0c9ceca4f2fef369b,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986431,2022-11-09 03:33:51 -0600,571b6e116a19aa53d8fa13ce1c809bdc2f746683,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986510,2022-11-09 03:35:10 -0600,acecbdfc9911e82977e1f99d23cbbf9908265bd5,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986550,2022-11-09 03:35:50 -0600,19ab2663806721e2a09cf86982ae22188241e675,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986590,2022-11-09 03:36:30 -0600,807a67bd2dd5f5804d3aaa9d1f793b08c0174156,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986630,2022-11-09 03:37:10 -0600,bdc18b7713211c3f675ae3f141b7e51a89bfd88d,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986710,2022-11-09 03:38:30 -0600,e76b62f6ea65887d3b04b50648890c6997b1f3db,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986912,2022-11-09 03:41:52 -0600,111328f8f980c2017f6b147fde38e9a3f7e11bab,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1166935,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667986953,2022-11-09 03:42:33 -0600,51be597c001c6c5434ef9f3580d61ba1517ecc1b,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,812102,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1667987926,2022-11-09 03:58:46 -0600,73e091fdf26f4aa144c64e02115a1b8534b6c6ed,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1160146,99,838935,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1668008811,2022-11-09 09:46:51 -0600,af91d94677404b54ebad3dd25a0cba4098d7569d,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1089526,99,838935,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1668045196,2022-11-09 19:53:16 -0600,883df7462b522d5aa2bba6a83df9dc655dbc6241,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1089526,99,839833,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1668045238,2022-11-09 19:53:58 -0600,00dcaddd93d3b3f51d494e8c94dc8639d52ea0bd,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1089526,99,838935,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1668045281,2022-11-09 19:54:41 -0600,e7176ea21456102df282ae970ea6ac960353b7a4,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1089526,99,839833,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1668046103,2022-11-09 20:08:23 -0600,4a532006ce069fcee034008ecebafd05241a165b,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1089526,99,853847,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
1668046145,2022-11-09 20:09:05 -0600,dbea89b223c5758f4add27fc3c65a5d0601c6265,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Catherine,Cortez Masto,CortzMst,Dem,36172,65148,31920,True,True,True,1089526,99,839833,2183075,True,20221108NV30323,2022-11-08,NV,36172,Catherine,Cortez Masto,CortzMst,True,Dem,36172,1,65148,31920,0,Adam,Laxalt,GOP,37634,2,66788,32406,0,Barry,Lindemann,Lindemnn,NPP,37880,3,71707,33305,0,Barry,Rubinson,IAP,37881,4,69502,33128,0,Neil,Scott,Lib,37882,5,497,33306,0,None of these candidates,None,NPD,37917,6,100013,31807,0,,
