captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.4476.first,candidates.4476.last,candidates.4476.abbrv,candidates.4476.party,candidates.4476.incumbent,candidates.4476.candidateID,candidates.4476.polID,candidates.4476.ballotOrder,candidates.4476.polNum,candidates.4476.electWon,candidates.6160.first,candidates.6160.last,candidates.6160.party,candidates.6160.candidateID,candidates.6160.polID,candidates.6160.ballotOrder,candidates.6160.polNum,candidates.6160.electWon,candidates.4476.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,OR-20221108_Eday62,38,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,312185,99,0,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,OR-20221108_Eday80,38,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,358658,99,0,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,OR-20221108_Eday80,38,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,358658,99,0,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,358658,99,152456,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,,
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,358658,99,168510,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,,
1667968622,2022-11-08 22:37:02 -0600,e74479d04a2cbc206da9d05d88b7661e84a5267c,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,358658,99,179684,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,2022-11-09T04:28:42.105Z,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,358658,99,184442,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,2022-11-09T04:28:42.105Z,
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,358658,99,186681,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,2022-11-09T04:28:42.105Z,
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,358658,99,191299,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,2022-11-09T04:28:42.105Z,
1667978300,2022-11-09 01:18:20 -0600,cc039c86c955ff3ce99cab7d92b061779609269e,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,374318,99,194842,864765,True,20221108OR39031,2022-11-08,OR,4476,Suzanne,Bonamici,Bonamic,Dem,True,4476,61555,2,39966,0,Christopher,Mann,GOP,6160,70171,1,41263,0,2022-11-09T04:28:42.105Z,
