captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.47432.first,candidates.47432.last,candidates.47432.party,candidates.47432.incumbent,candidates.47432.candidateID,candidates.47432.polID,candidates.47432.ballotOrder,candidates.47432.polNum,candidates.47432.electWon,candidates.47433.first,candidates.47433.last,candidates.47433.abbrv,candidates.47433.party,candidates.47433.candidateID,candidates.47433.polID,candidates.47433.ballotOrder,candidates.47433.polNum,candidates.47433.electWon,candidates.47432.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,OH-20221108_Eday62,36,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 15,15,274859,99,0,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,OH-20221108_Eday80,36,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 15,15,267362,99,0,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,267362,99,51313,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,267362,99,63846,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,267362,99,64689,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,267362,99,71251,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,262915,99,71251,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,262630,99,93980,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,262915,99,76052,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,262630,99,93980,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,266178,99,108612,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,237116,99,134169,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,237116,99,142164,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,237864,99,142737,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,250144,99,178607,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,250144,99,202048,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,OH-20221108_Eday80,36,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 15,15,252126,99,208535,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,
1667968974,2022-11-08 22:42:54 -0600,6782d2843c55794bd70cb628b0a71e22fe48f3f5,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,252126,99,241868,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,2022-11-09T04:29:52.946Z
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,252286,99,241868,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,2022-11-09T04:29:52.946Z
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,252286,99,244625,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,2022-11-09T04:29:52.946Z
1667975484,2022-11-09 00:31:24 -0600,81d3631081e4e7b24b990567f86cc67079a95e6c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,252190,99,244625,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,2022-11-09T04:29:52.946Z
1668144590,2022-11-10 23:29:50 -0600,da9483b5bbb1fbed0e426fd6b5ea1fa521f8bbfa,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,H,U.S. House,True,District 15,15,247097,99,244625,864192,True,20221108OH36043,2022-11-08,OH,47432,Mike,Carey,GOP,True,47432,57258,2,42472,0,Gary,Josephson,Josephsn,Dem,47433,36674,1,42276,0,2022-11-09T04:29:52.946Z
