captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.22658.first,candidates.22658.last,candidates.22658.abbrv,candidates.22658.party,candidates.22658.candidateID,candidates.22658.polID,candidates.22658.ballotOrder,candidates.22658.polNum,candidates.22658.electWon,candidates.22664.first,candidates.22664.last,candidates.22664.party,candidates.22664.candidateID,candidates.22664.polID,candidates.22664.ballotOrder,candidates.22664.polNum,candidates.22664.electWon,candidates.22664.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,GA-20221108_Eday62,11,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 10,10,365936,99,0,782373,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,GA-20221108_Eday81,11,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,0,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,GA-20221108_Eday81,11,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,0,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,0,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667954061,2022-11-09 00:34:21 +0000,f42b15f4268586407ce223466d2394d526a81df4,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,233,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,43851,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,77867,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,133139,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,144875,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,152023,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
