captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.22658.first,candidates.22658.last,candidates.22658.abbrv,candidates.22658.party,candidates.22658.candidateID,candidates.22658.polID,candidates.22658.ballotOrder,candidates.22658.polNum,candidates.22658.electWon,candidates.22664.first,candidates.22664.last,candidates.22664.party,candidates.22664.candidateID,candidates.22664.polID,candidates.22664.ballotOrder,candidates.22664.polNum,candidates.22664.electWon,candidates.22664.winnerDateTime
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,161248,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,167580,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,170605,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,167580,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,189057,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,184051,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,189057,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,214492,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,214943,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,219732,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,235602,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,237492,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,247816,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,252379,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,254232,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,256750,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,263109,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,355763,99,271438,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,GA-20221108_Eday81,11,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 10,10,313529,99,271438,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,317157,99,271438,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1667969942,2022-11-08 22:59:02 -0600,302c96144aa0d22b0603db04cac0928c1e8a79f9,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,317157,99,303393,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1667972585,2022-11-08 23:43:05 -0600,801d3f687be77bd20982c8b22a575eda658a7594,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,308386,99,303393,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,308588,99,303593,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,308588,99,307487,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1667979473,2022-11-09 01:37:53 -0600,5d943cd360aaf4835af0f146a5a7aa603bfdd4cb,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,310594,99,307487,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1668100398,2022-11-10 11:13:18 -0600,d4402f58cc78c9faad9c54d59aa66b8381c11fbb,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,310594,99,307488,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1668472214,2022-11-14 18:30:14 -0600,393d721e8528f6e1ec0715ee6729f22a50a5eaee,GA-20221108_Eday81,11,General,G,Tabulation Paused,Called,H,U.S. House,True,District 10,10,310594,99,307488,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1668617878,2022-11-16 10:57:58 -0600,e0a5c0913b482e6fd000931ffe20b3c65411c2b0,GA-20221108_Eday81,11,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 10,10,310594,99,307488,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
1669068342,2022-11-21 16:05:42 -0600,99f78d36ae8f9e9761ba573475c4bd0b760f94fd,GA-20221108_Eday81,11,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 10,10,307630,100,307488,782772,True,20221108GA11025,2022-11-08,GA,Tabitha,Johnson-Green,JhnsnG,Dem,22658,66704,2,15630,0,Mike,Collins,GOP,22664,63367,1,14948,0,2022-11-09T04:18:50.081Z
