captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27777.first,candidates.27777.last,candidates.27777.incumbent,candidates.27777.party,candidates.27777.candidateID,candidates.27777.ballotOrder,candidates.27777.polID,candidates.27777.polNum,candidates.27777.electWon,candidates.29197.first,candidates.29197.last,candidates.29197.party,candidates.29197.candidateID,candidates.29197.ballotOrder,candidates.29197.polID,candidates.29197.polNum,candidates.29197.electWon,candidates.29588.first,candidates.29588.last,candidates.29588.party,candidates.29588.candidateID,candidates.29588.ballotOrder,candidates.29588.polID,candidates.29588.polNum,candidates.29588.electWon,candidates.27777.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday80,14,General,G,Awaiting Poll Close,Too Early to Call,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,0,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,IL-20221108_Eday80,14,General,G,Polls Closed/Waiting First Report,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,0,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,130592,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,236482,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,326919,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,367744,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,591058,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,565268,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,591058,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,G,Governor,JB,Pritzker,Dem,27777,17710,22411,True,True,True,4700000,99,985929,8800708,True,20221108IL15989,2022-11-08,IL,27777,JB,Pritzker,True,Dem,27777,2,17710,22411,0,Darren,Bailey,GOP,29197,1,71049,22604,0,Scott,Schluter,Lib,29588,3,71703,23244,0,2022-11-09T01:00:04.280Z,
