captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23051.first,candidates.23051.last,candidates.23051.party,candidates.23051.incumbent,candidates.23051.candidateID,candidates.23051.polID,candidates.23051.ballotOrder,candidates.23051.polNum,candidates.23051.electWon,candidates.23053.first,candidates.23053.last,candidates.23053.abbrv,candidates.23053.party,candidates.23053.candidateID,candidates.23053.polID,candidates.23053.ballotOrder,candidates.23053.polNum,candidates.23053.electWon,candidates.23051.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday62,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 40,40,319429,99,0,1150657,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 40,40,335984,99,0,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,0,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,116605,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,122243,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,127930,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667975402,2022-11-09 00:30:02 -0600,1cb740bfe02888499fbb239b5454758b24512913,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,130229,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667977161,2022-11-09 00:59:21 -0600,d4158baa35ee56754832f9c50c65e72445101881,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,135035,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667983677,2022-11-09 02:47:57 -0600,9b7838a280f19cbb6fbc0c7b4c210c0b0c878b69,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,168792,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
1667985436,2022-11-09 03:17:16 -0600,3424d47f5341c2a346e8a3799f78a52faeab6c0b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 40,40,335984,90,168823,1150395,True,20221108CA5730,2022-11-08,CA,23051,Young,Kim,GOP,True,23051,66573,2,12352,0,Asif,Mahmood,Mahmod,Dem,23053,70635,1,12970,0,,
