captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.32612.first,candidates.32612.last,candidates.32612.abbrv,candidates.32612.incumbent,candidates.32612.party,candidates.32612.candidateID,candidates.32612.ballotOrder,candidates.32612.polID,candidates.32612.polNum,candidates.32612.electWon,candidates.35464.first,candidates.35464.last,candidates.35464.abbrv,candidates.35464.party,candidates.35464.candidateID,candidates.35464.ballotOrder,candidates.35464.polID,candidates.35464.polNum,candidates.35464.electWon,candidates.32612.winnerDateTime,isCertified
1668019856,2022-11-09 12:50:56 -0600,ec0e356d30cec8af4199e2186e0a6655699be0f2,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274305,95,256408,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668019896,2022-11-09 12:51:36 -0600,a4895ac1313321c78cbb591839132ae629c1786c,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274243,95,256408,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668019939,2022-11-09 12:52:19 -0600,903c8f89c8d8bf94ca38ff885aa3c1d4397d883d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274305,95,256408,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668022398,2022-11-09 13:33:18 -0600,ecef36198f7cf545e1429c13dc3fa5cf984bba2a,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274633,95,256408,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668024058,2022-11-09 14:00:58 -0600,c5dbf83d765406f6931c207ba25e85d46181f8e7,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274633,95,253890,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668024859,2022-11-09 14:14:19 -0600,21439f26a01a6dcae657f7b86fb52ef437ea0466,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274633,95,253901,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668026605,2022-11-09 14:43:25 -0600,c2af8f5266cb5ce987782ab9237c92c6f382583a,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274633,95,254072,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668027522,2022-11-09 14:58:42 -0600,f51c5ed86d119361b016fd62799666509c5bb6f4,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,274633,95,254464,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668029140,2022-11-09 15:25:40 -0600,4246256abf0245b10ed8dd2b684303cbc0866018,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,254464,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668098040,2022-11-10 10:34:00 -0600,cd80792ac7e84573e99210f01259a526a05d5ed9,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,261285,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668098082,2022-11-10 10:34:42 -0600,456c1a6782fded340363f61b5fefd712a2424d09,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,254464,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668098123,2022-11-10 10:35:23 -0600,276eb71d077f55038e3ec1a2865b8f0976e93962,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,261285,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668103821,2022-11-10 12:10:21 -0600,1368819fd630ecb84aa3226459204c0a8a40026f,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,266484,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668108007,2022-11-10 13:20:07 -0600,fe1a169efcb613409c725968f7c30b63cea975ee,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,267422,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668113068,2022-11-10 14:44:28 -0600,1171602c7e1a7420deabe6d8d8dd35149ee3731e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,272386,95,268310,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668125620,2022-11-10 18:13:40 -0600,49f5e2e752c1d5229933ddebde4a8bb3cef9f96e,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271827,95,268310,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668144937,2022-11-10 23:35:37 -0600,5e9adabeef1a877df06fab84690acea82cdbb08d,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271827,99,268310,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668277963,2022-11-12 12:32:43 -0600,295178e79369a6e0d16f4a824a8a2c2a62f7a0b4,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,268310,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668457376,2022-11-14 14:22:56 -0600,c8d977354e237591d1b673fcae71d3706dd342cd,MA-20221108_Eday80,22,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,271727,99,268311,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668467166,2022-11-14 17:06:06 -0600,ee99b5a2eca68ac7cc189105dfa9ddcb7c5d7783,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,268478,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668468230,2022-11-14 17:23:50 -0600,9ba64977e3aa9e37e94727110583eaeb8e73e2c7,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,268601,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668526427,2022-11-15 09:33:47 -0600,b2875aadaa7662a63431aa86f994addda17f32d4,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,268631,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668534285,2022-11-15 11:44:45 -0600,014f738d9109c175f72ab8394d15254a954b619b,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,269348,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668545116,2022-11-15 14:45:16 -0600,a8a1093966fb3d24a63072ea30312b93c3e3988b,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,269547,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668617691,2022-11-16 10:54:51 -0600,fb4977bd28e55c67838bcbaf5781e52a2d3d779f,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271727,99,269562,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668620460,2022-11-16 11:41:00 -0600,cdba583c8c2ca53ab7f37d57fd5d5a44cbcd3789,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271738,99,269572,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1668621320,2022-11-16 11:55:20 -0600,2d4a6d2a6819eb59c1feefe554ef963cb9b7de08,MA-20221108_Eday80,22,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,271903,99,269572,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,
1669846761,2022-11-30 16:19:21 -0600,48aa56aa30a0cf2859223beac311b25e29748268,MA-20221108_Eday80,22,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 2,2,270177,100,269572,997129,True,20221108MA22948,2022-11-08,MA,32612,James,McGovern,McGovrn,True,Dem,32612,1,883,23734,0,Jeffrey,Sossa-Paquette,Sss-Pqtt,GOP,35464,2,71282,28190,0,2022-11-09T04:47:27.297Z,False
