captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23086.first,candidates.23086.last,candidates.23086.party,candidates.23086.candidateID,candidates.23086.polID,candidates.23086.ballotOrder,candidates.23086.polNum,candidates.23086.electWon,candidates.23088.first,candidates.23088.last,candidates.23088.party,candidates.23088.incumbent,candidates.23088.candidateID,candidates.23088.polID,candidates.23088.ballotOrder,candidates.23088.polNum,candidates.23088.electWon,candidates.23088.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday62,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 48,48,282409,99,0,1373126,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 48,48,298664,99,0,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,0,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,81996,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,104012,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667970504,2022-11-08 23:08:24 -0600,218805bf82c018e2091a699549a3db0180a36d98,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,104446,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,105180,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667975319,2022-11-09 00:28:39 -0600,7d24d010dbc95f183b9e815a9f6c12b55b48ad99,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,105870,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 48,48,298664,90,109336,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,,
1667981404,2022-11-09 02:10:04 -0600,e09740c31d10d15245b40b33933c939d855e3457,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,109336,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667982239,2022-11-09 02:23:59 -0600,6ac7decc37ff65117d96ebb80dff7cb7afcf6df0,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,109714,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667983071,2022-11-09 02:37:51 -0600,84bbf1af0bb96f095aaf2f6f55e9d106638797ad,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,111005,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667983963,2022-11-09 02:52:43 -0600,f1299e7b87e7b24a37e8c19b46028623185c8975,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,111866,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667985779,2022-11-09 03:22:59 -0600,af9ba99ad8f2bff9ef334fac2128203d4237fb3b,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,112340,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667986630,2022-11-09 03:37:10 -0600,bdc18b7713211c3f675ae3f141b7e51a89bfd88d,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,121758,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667986670,2022-11-09 03:37:50 -0600,3ce5459e007ea5a14e2ac661307781abfdf1592b,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,112340,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667986710,2022-11-09 03:38:30 -0600,e76b62f6ea65887d3b04b50648890c6997b1f3db,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298664,90,121758,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667989081,2022-11-09 04:18:01 -0600,563fc595ee6cbed39038ea61943efe67b7efb8ba,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298237,90,121758,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
1667989923,2022-11-09 04:32:03 -0600,f881493089f8c3de2e07f4496acde349ad0b8fae,CA-20221108_Eday80,5,General,G,Active Tabulation,Called,H,U.S. House,True,District 48,48,298237,90,122151,828185,True,20221108CA8149,2022-11-08,CA,23088,Stephen,Houlahan,Dem,23086,70649,2,13853,0,Darrell,Issa,GOP,True,23088,146,1,8046,0,2022-11-09T07:57:29.266Z,
