captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.49652.last,candidates.49652.party,candidates.49652.candidateID,candidates.49652.polID,candidates.49652.ballotOrder,candidates.49652.polNum,candidates.49652.electWon,candidates.49653.last,candidates.49653.party,candidates.49653.candidateID,candidates.49653.polID,candidates.49653.ballotOrder,candidates.49653.polNum,candidates.49653.electWon,raceCallStatus,candidates.49653.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SC-20221108_Eday62,41,Ballot Issue,G,Awaiting Poll Close,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,2010662,99,0,3317279,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,SC-20221108_Eday80,41,Ballot Issue,G,Awaiting Poll Close,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,0,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,SC-20221108_Eday80,41,Ballot Issue,G,Polls Closed/Waiting First Report,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,0,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667954328,2022-11-09 00:38:48 +0000,bfe97281aaab58d7c74edee2f505906bcc18daea,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,606,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,2249,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,606,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,2249,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,12144,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,15702,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,22707,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,48992,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,72869,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,90480,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,278240,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,306737,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,367880,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,401922,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,427715,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,449822,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,460224,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,847890,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,913459,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,SC-20221108_Eday80,41,Ballot Issue,G,Active Tabulation,I,Amendment,From 5% to 7%,True,True,1 - Raise General Reserve Fund,0,1900000,99,1016609,2850000,True,20221108SC42001,2022-11-08,SC,No,No,49652,3,2,43219,0,Yes,Yes,49653,2,1,41915,0,,
