captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108TX45900,live,0.0,TX,Texas,44,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T03:24:20.357Z,0,290,0.0,63494,0,0.0,62970,0,0.0,62890,0,0.0,63495,0,0.0,259923,99,0,1053777,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108TX45900,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T20:29:10.992Z,0,290,0.0,63494,0,0.0,62970,0,0.0,62890,0,0.0,63495,0,0.0,233872,99,0,1053777,0,0,,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:29.207Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:01:10.987Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:18:33.072Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,X,2022-11-09T01:18:32.782Z
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:20:09.770Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,X,2022-11-09T01:18:32.782Z
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:29:20.221Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,X,2022-11-09T01:18:32.782Z
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:34:19.643Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,X,2022-11-09T01:18:32.782Z
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:38:15.064Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,X,2022-11-09T01:18:32.782Z
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108TX45900,live,50.27,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:40:55.161Z,0,290,0.0,62970,90368,76.86,62890,23676,20.14,63495,2573,2.19,63494,952,0.81,233872,99,117569,1053777,0,146,0.0,X,2022-11-09T01:18:32.782Z
