captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23715.first,candidates.23715.last,candidates.23715.abbrv,candidates.23715.incumbent,candidates.23715.party,candidates.23715.candidateID,candidates.23715.ballotOrder,candidates.23715.polID,candidates.23715.polNum,candidates.23715.electWon,candidates.23984.first,candidates.23984.last,candidates.23984.party,candidates.23984.candidateID,candidates.23984.ballotOrder,candidates.23984.polID,candidates.23984.polNum,candidates.23984.electWon,candidates.23715.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IA-20221108_Eday80,16,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,324515,99,0,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,324515,99,0,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,324515,99,655,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,324515,99,27096,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,324515,99,60606,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,326091,99,104828,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,326091,99,115866,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,320235,99,149952,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,320235,99,173744,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,IA-20221108_Eday80,16,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,320235,99,199700,861534,True,20221108IA17071,2022-11-08,IA,23715,Mariannette,Miller-Meeks,MllrM,True,GOP,23715,1,59745,18219,0.0,Christina,Bohannan,Dem,23984,2,70409,19336,0.0,,
