captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7924.first,candidates.7924.last,candidates.7924.party,candidates.7924.incumbent,candidates.7924.candidateID,candidates.7924.polID,candidates.7924.ballotOrder,candidates.7924.polNum,candidates.7924.electWon,candidates.9524.first,candidates.9524.last,candidates.9524.party,candidates.9524.candidateID,candidates.9524.polID,candidates.9524.ballotOrder,candidates.9524.polNum,candidates.9524.electWon,candidates.7924.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WA-20221108_Eday62,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"Seattle, Northern subs",True,District 7,7,325644,99,0,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WA-20221108_Eday80,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"Seattle, Northern subs",True,District 7,7,314452,70,0,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"Seattle, Northern subs",True,District 7,7,314452,70,163276,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,,
1667968885,2022-11-08 22:41:25 -0600,5c24a01105c8e263f0bd136533d71002afb61845,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,314452,70,163276,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
1668038422,2022-11-09 18:00:22 -0600,3321436c78161abe102100483dc79e59f1269328,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,314452,70,181673,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
1668098252,2022-11-10 10:37:32 -0600,29b0cff0428a1a49fe958cc35d18c3fdcf253324,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,302788,70,181673,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
1668125067,2022-11-10 18:04:27 -0600,e820d6d7244409514fab2d932d84db7239fb789d,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,302788,70,209706,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
1668185251,2022-11-11 10:47:31 -0600,ceeceb93020e190265220debbb4db32b35a6c62e,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,308391,70,209706,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
1668211980,2022-11-11 18:13:00 -0600,03d2bed4d85dd6d8ab8ddc7e84d4914541884d97,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,308391,70,247455,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
1668274047,2022-11-12 11:27:27 -0600,5b6cb03a4ed357f97a34b8b5a88b2918a04b456b,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"Seattle, Northern subs",True,District 7,7,334399,70,247455,938169,True,20221108WA48017,2022-11-08,WA,7924,Pramila,Jayapal,Dem,True,7924,65298,1,51472,0,Cliff,Moon,GOP,9524,71025,2,52334,0,2022-11-09T04:33:05.648Z,
