captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27492.first,candidates.27492.last,candidates.27492.abbrv,candidates.27492.incumbent,candidates.27492.party,candidates.27492.candidateID,candidates.27492.ballotOrder,candidates.27492.polID,candidates.27492.polNum,candidates.27492.electWon,candidates.29193.first,candidates.29193.last,candidates.29193.party,candidates.29193.candidateID,candidates.29193.ballotOrder,candidates.29193.polID,candidates.29193.polNum,candidates.29193.electWon,candidates.29587.first,candidates.29587.last,candidates.29587.party,candidates.29587.candidateID,candidates.29587.ballotOrder,candidates.29587.polID,candidates.29587.polNum,candidates.29587.electWon,candidates.27492.winnerDateTime,isCertified
1668203475,2022-11-11 15:51:15 -0600,223cb79a3b4131d1736d68ad795ff1cee1fc3be6,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4111904,99,3919283,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668208497,2022-11-11 17:14:57 -0600,bbcacf8701d4b4ca10ce3ae291cdfacec6ecb8a8,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4111904,99,3924485,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668209336,2022-11-11 17:28:56 -0600,c52fb37f3a9acc5b7d1ac4cb816123ada98c8693,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4111904,99,3928571,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668211054,2022-11-11 17:57:34 -0600,2dbb7811392d905551818d03951c6e7dcd764caa,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4111904,99,3931060,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668211937,2022-11-11 18:12:17 -0600,6a5a61052d5fba2ed830be1947991ebe60ef7935,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4111904,99,3934847,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668280406,2022-11-12 13:13:26 -0600,ed3ab2f00560714e03584745d3d64eff74461d01,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4111904,99,3936946,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668444688,2022-11-14 10:51:28 -0600,05cbdf06ac1fd8a7803260324cea23472dd8fb48,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3936946,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668445237,2022-11-14 11:00:37 -0600,b24eaef16787fdff72af9813394d9e6c1ad847a9,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3953736,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668447279,2022-11-14 11:34:39 -0600,571d1a9e2cf983a5bce0906e11cef01f36bb5560,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3954992,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668448245,2022-11-14 11:50:45 -0600,db0efa44c35db79b5d24a77db7b4d8a2f1818871,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3961113,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668450815,2022-11-14 12:33:35 -0600,f285b1267e91b86228be5577954a3ebbca0fa068,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3970341,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668455968,2022-11-14 13:59:28 -0600,6f1dc499f4d118706dac12a226e964081f1df25c,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3961113,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668457891,2022-11-14 14:31:31 -0600,eba769e92824784f4df3f5f529b00b046a8c3c98,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3961606,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668460160,2022-11-14 15:09:20 -0600,e7d982efac92da758f546180a4e10299e40448dd,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3964124,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668463947,2022-11-14 16:12:27 -0600,9eac3a70925127fa7ad7aaf8cfbc4a641d767c96,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3965430,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668468029,2022-11-14 17:20:29 -0600,52acaf4dcdb33b8331898bf9a11d557313dabcfb,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3965429,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668469260,2022-11-14 17:41:00 -0600,47e5797f6c8e0111bf6054af646209617ec171e1,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4100985,99,3971710,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668470038,2022-11-14 17:53:58 -0600,682018eda1ad344f165fa71f3b50f960c13b1611,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,3971710,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668471177,2022-11-14 18:12:57 -0600,47c69b96801f3de4c9ed035ecfe8ae9f146af420,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,3994589,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668537353,2022-11-15 12:35:53 -0600,4f190ac97357bef97edcd45b2c92509fffa09c63,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4000987,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668541188,2022-11-15 13:39:48 -0600,ab1cf99fab4721c702ffc16c3111ad411c45204f,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4001539,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668545019,2022-11-15 14:43:39 -0600,e7511341ae46c5f35e1190f09ede935def3ffd72,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4013543,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668549346,2022-11-15 15:55:46 -0600,11efa5f4ef67f5412995a9207a0d64ca7996c853,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4013657,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668550314,2022-11-15 16:11:54 -0600,04622366ee261dcb44fd7a4900344d08430d4b86,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4015469,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668617496,2022-11-16 10:51:36 -0600,c2f1c57245a11f89418a2d145dbabca2d6c7738e,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4015469,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668726598,2022-11-17 17:09:58 -0600,a8df20f7b2ee6ed0773026cff52f2a0e5e312b8c,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4015507,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668728088,2022-11-17 17:34:48 -0600,66733224776bef2eb741881c2a0d2c031917f345,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4020511,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668799201,2022-11-18 13:20:01 -0600,3120fc1f8111daf0b2a28cb64e37dbccbec02d95,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4017716,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1668809092,2022-11-18 16:04:52 -0600,2d3034fc8d847d28cee1dab13c6ab12705cea0c8,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4017727,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1669054864,2022-11-21 12:21:04 -0600,64b1ae75a13266e8cd898b1f166de624836ba043,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4020297,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1669141797,2022-11-22 12:29:57 -0600,60eeec55b03ee96f353ca73731923cde0a6d2085,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4020297,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,False
1669142749,2022-11-22 12:45:49 -0600,6f5b2fe9317fbd5b480cfe07addaaa2a958720b0,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4020587,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,False
1669156905,2022-11-22 16:41:45 -0600,a98406ca5604bf1d28bf805e9a524f6513e3b254,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4021305,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,False
1669159789,2022-11-22 17:29:49 -0600,0c77e3c8506cd51ab0459da01ed301c7b78a4b46,IL-20221108_Eday80,14,General,G,Tabulation Paused,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4094546,99,4026483,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,False
