captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.27492.first,candidates.27492.last,candidates.27492.abbrv,candidates.27492.incumbent,candidates.27492.party,candidates.27492.candidateID,candidates.27492.ballotOrder,candidates.27492.polID,candidates.27492.polNum,candidates.27492.electWon,candidates.29193.first,candidates.29193.last,candidates.29193.party,candidates.29193.candidateID,candidates.29193.ballotOrder,candidates.29193.polID,candidates.29193.polNum,candidates.29193.electWon,candidates.29587.first,candidates.29587.last,candidates.29587.party,candidates.29587.candidateID,candidates.29587.ballotOrder,candidates.29587.polID,candidates.29587.polNum,candidates.29587.electWon,candidates.27492.winnerDateTime,isCertified
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,829871,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,592547,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,829871,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,989676,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,1098803,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,1676854,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,1765040,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,1689705,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,2110465,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,2514105,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,2765923,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,2940841,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,3052034,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,3210929,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,IL-20221108_Eday80,14,General,G,Active Tabulation,Called,S,U.S. Senate,Tammy,Duckworth,Dem,27492,51631,19437,True,True,True,4700000,99,3320309,8800708,True,20221108IL16413,2022-11-08,IL,27492,Tammy,Duckworth,Duckwrth,True,Dem,27492,2,51631,19437,0,Kathy,Salvi,GOP,29193,1,71040,22983,0,Bill,Redpath,Lib,29587,3,50496,22941,0,2022-11-09T01:00:04.280Z,
