captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T20:38:22.250Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:03:14.930Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:20:46.626Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667950106,2022-11-08 23:28:26 +0000,03bd9b09dc6ae9d95766d3877a273fc07c395a68,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:22:15.393Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667950369,2022-11-08 23:32:49 +0000,88781f78b51366cb56dbc8603a43b441a541be7f,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:29:29.573Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667950634,2022-11-08 23:37:14 +0000,ecdc17be694dba1a9d92600c132ccefe80ac0642,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:32:39.642Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667950906,2022-11-08 23:41:46 +0000,e16ff5d831c790d2a4ca6ae54f46d1aa82402f94,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:36:02.687Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:13:51.705Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:20:26.768Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:47:35.409Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:56:59.897Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:27.411Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,X,2022-11-09T01:00:04.280Z,0.0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:04:06.672Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,X,2022-11-09T01:00:04.280Z,0.0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108IL16413,live,0.0,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:11:28.934Z,0,8910,0.0,27492,0,0.0,29587,0,0.0,29193,0,0.0,4700000,99,0,8800708,0,0,X,2022-11-09T01:00:04.280Z,0.0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108IL16413,live,2.79,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:15:45.741Z,2,8910,0.02,27492,82066,62.67,29193,47609,36.36,29587,1276,0.97,4700000,99,130951,8800708,2,248,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108IL16413,live,3.34,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:20:57.301Z,3,8910,0.03,27492,99215,63.21,29193,55919,35.63,29587,1822,1.16,4700000,99,156956,8800708,3,298,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108IL16413,live,4.29,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:25:27.217Z,172,8910,1.93,27492,122861,60.97,29193,76048,37.74,29587,2602,1.29,4700000,99,201511,8800708,172,382,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108IL16413,live,6.66,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:31:27.191Z,256,8910,2.87,27492,192403,61.48,29193,116583,37.25,29587,3974,1.27,4700000,99,312960,8800708,256,593,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108IL16413,live,6.98,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:35:40.459Z,306,8910,3.43,27492,200219,61.06,29193,123435,37.64,29587,4240,1.29,4700000,99,327894,8800708,306,622,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108IL16413,live,7.4,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:39:43.014Z,347,8910,3.89,27492,211061,60.71,29193,132037,37.98,29587,4544,1.31,4700000,99,347642,8800708,347,659,X,2022-11-09T01:00:04.280Z,0.0,1.0
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108IL16413,live,8.17,IL,Illinois,14,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:45:32.202Z,482,8910,5.41,27492,235653,61.36,29193,143238,37.29,29587,5183,1.35,4700000,99,384074,8800708,482,728,X,2022-11-09T01:00:04.280Z,0.0,1.0
