captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.37888.last,candidates.37888.party,candidates.37888.candidateID,candidates.37888.polID,candidates.37888.ballotOrder,candidates.37888.polNum,candidates.37888.electWon,candidates.37889.last,candidates.37889.party,candidates.37889.candidateID,candidates.37889.polID,candidates.37889.ballotOrder,candidates.37889.polNum,candidates.37889.electWon,raceCallStatus,candidates.37888.winnerDateTime,isCertified
1668055465,2022-11-09 22:44:25 -0600,c311dc3ed1354217474d660dce768c4ddf388e8d,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1060856,99,833819,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668084105,2022-11-10 06:41:45 -0600,a5e551ea0cd9e30775194f32d2e6adaedb63406d,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1060856,99,840703,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668084145,2022-11-10 06:42:25 -0600,af6df74fc651df1b9acd4307fac12b48fcee40eb,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1060856,99,833819,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668084189,2022-11-10 06:43:09 -0600,bbe4208a4e8b41b8f294f460e7a94a741c1c6a1d,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1060856,99,840703,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668084859,2022-11-10 06:54:19 -0600,60e9b36898000430e14c3ea5646bd55dd61a4e8b,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1060856,99,860465,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668086504,2022-11-10 07:21:44 -0600,76a0a3656152fc78f616d2de6a870b87be0b6aab,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,860465,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668086545,2022-11-10 07:22:25 -0600,48fd7d4977466f06fc4a0a1fdd29853aadc7ab75,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1060856,99,860465,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668086584,2022-11-10 07:23:04 -0600,2b7788fbd85fee5bac3f588fc977c0ffa5aee6d4,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,860465,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668093281,2022-11-10 09:14:41 -0600,5db63eae5f96be72c6beee5c1149745e8ecacd95,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,860471,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668112777,2022-11-10 14:39:37 -0600,27ed3d26618c8b4fcf5d779042b0ed066963be9c,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,860754,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668112819,2022-11-10 14:40:19 -0600,4d5b1b356c721daef2d9b9d370e27665cd6854c7,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,860471,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668112861,2022-11-10 14:41:01 -0600,7861636d84c4600da5ba576283c8e63b341e2698,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,860754,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668135001,2022-11-10 20:50:01 -0600,8b6295221c8eb40fcd5c40f8a93da3c02c0bd251,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,872444,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668139189,2022-11-10 21:59:49 -0600,44020ddf9eb3dbb971cb1787d2de09d3397298af,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,1036705,99,889961,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668140873,2022-11-10 22:27:53 -0600,71da76df79abc87102d4fc66387ad6e5d80dcaa0,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,892636,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668144982,2022-11-10 23:36:22 -0600,86547cdb59ae5624d71108b55718033999e7f380,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,894656,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668213318,2022-11-11 18:35:18 -0600,1277a5fff2aa2837f5868a274892087b32754fb2,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,920796,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668220179,2022-11-11 20:29:39 -0600,364abeaacf7d640d60cfd16241762ffff9b01490,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,925700,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668223992,2022-11-11 21:33:12 -0600,e8d853648df633590b681286517950eb11dfaa7e,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,936196,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668229894,2022-11-11 23:11:34 -0600,32062e9800ea218907bd5245eef0329d511fa418,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,938694,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668306773,2022-11-12 20:32:53 -0600,ef47e8f95bbdb362066c87e48315b1de5addb1b2,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,961015,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,,,
1668310101,2022-11-12 21:28:21 -0600,a1c52b2bf9575d59e2296ec4b9739997bca3a309,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,961561,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668311241,2022-11-12 21:47:21 -0600,2966521c5deb595e8744384f01c170de63b99792,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,961568,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668312415,2022-11-12 22:06:55 -0600,9962b8697895c66aa76367dd40bcaa170e35c2ec,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,971799,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668312459,2022-11-12 22:07:39 -0600,f68fca6ebfae89bca50f842a172621153b5038ae,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,961568,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668312881,2022-11-12 22:14:41 -0600,83e3223d4c9fc35ba49025b9f698e7f2747686bb,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,971799,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668441570,2022-11-14 09:59:30 -0600,1743323ccdf67efa9eae92ad30ecef332be75967,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,972749,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668456994,2022-11-14 14:16:34 -0600,d3fc91cb51be1baf92b463455d2b49651d3c2962,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,972876,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668473055,2022-11-14 18:44:15 -0600,78781d053608f796db2651aea3f653df86298792,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,972897,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668475344,2022-11-14 19:22:24 -0600,ce4d5ae080d7e8cba3a799c180afcffe1e7bab8c,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,975928,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668482792,2022-11-14 21:26:32 -0600,5b9608c6cdda2c90aae3831d7520459d9e5b3a27,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,976802,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
1668529588,2022-11-15 10:26:28 -0600,f3ee7b9e8397ee880e475c79628b1a728c2e2a83,NV-20221108_Eday80,29,Ballot Issue,G,Active Tabulation,I,Question,non-partisan primaries,True,True,True,"3 - Top-5-Pri, Ranked Choice GE",1,991818,99,977513,2183075,True,20221108NV31211,2022-11-08,NV,Yes,Yes,37888,2,1,29410,0,No,No,37889,3,2,29411,0,Called,2022-11-13T03:25:24.592Z,
