captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.20645.first,candidates.20645.last,candidates.20645.party,candidates.20645.incumbent,candidates.20645.candidateID,candidates.20645.polID,candidates.20645.ballotOrder,candidates.20645.polNum,candidates.20645.electWon,candidates.23698.first,candidates.23698.last,candidates.23698.party,candidates.23698.candidateID,candidates.23698.polID,candidates.23698.ballotOrder,candidates.23698.polNum,candidates.23698.electWon,candidates.20645.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,FL-20221108_Eday62,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,295543,99,0,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,FL-20221108_Eday80,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,451921,99,0,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667953197,2022-11-09 00:19:57 +0000,4752cb39f35c63d02e72237179350aec6f014171,FL-20221108_Eday80,10,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,322262,99,0,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,322262,99,0,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,322262,99,11920,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,338375,99,95762,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,338375,99,115416,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,347325,99,115416,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,330755,99,132415,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,2022-11-09T01:44:48.503Z
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,330755,99,252355,915630,True,20221108FL11126,2022-11-08,FL,20645,Matt,Gaetz,GOP,True,20645,65653,1,13539,0,Rebekah,Jones,Dem,23698,71545,2,15686,0,2022-11-09T01:44:48.503Z
