captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.33541.first,candidates.33541.last,candidates.33541.party,candidates.33541.incumbent,candidates.33541.candidateID,candidates.33541.polID,candidates.33541.ballotOrder,candidates.33541.polNum,candidates.33541.electWon,candidates.34783.first,candidates.34783.last,candidates.34783.party,candidates.34783.candidateID,candidates.34783.polID,candidates.34783.ballotOrder,candidates.34783.polNum,candidates.34783.electWon,candidates.35274.first,candidates.35274.last,candidates.35274.party,candidates.35274.candidateID,candidates.35274.polID,candidates.35274.ballotOrder,candidates.35274.polNum,candidates.35274.electWon,candidates.33541.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MN-20221108_Eday62,24,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,357655,99,0,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MN-20221108_Eday80,24,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,357386,99,0,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,357386,99,0,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,357386,99,15329,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,357386,99,16610,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,357386,99,20067,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,357386,99,31076,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,353433,99,91242,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,353433,99,97944,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,MN-20221108_Eday80,24,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,345459,99,100003,420367,True,20221108MN24010,2022-11-08,MN,33541,Angie,Craig,Dem,True,33541,65481,3,28521,0,Tyler,Kistner,GOP,34783,69200,2,29055,0,Paula,Overby,LMN,35274,63963,1,28219,0,,
