captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.56631.first,candidates.56631.last,candidates.56631.party,candidates.56631.incumbent,candidates.56631.candidateID,candidates.56631.polID,candidates.56631.ballotOrder,candidates.56631.polNum,candidates.56631.electWon,candidates.63493.first,candidates.63493.last,candidates.63493.party,candidates.63493.candidateID,candidates.63493.polID,candidates.63493.ballotOrder,candidates.63493.polNum,candidates.63493.electWon,candidates.56631.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,315066,99,0,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,0,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,0,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,166467,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,185426,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,185426,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,2022-11-09T01:51:27.461Z
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,188257,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,2022-11-09T01:51:27.461Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,199240,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,2022-11-09T01:51:27.461Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,215853,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,2022-11-09T01:51:27.461Z
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"North, Fort Worth Subs",True,District 26,26,278863,99,228703,805251,True,20221108TX45896,2022-11-08,TX,56631,Michael,Burgess,GOP,True,56631,1017,1,48756,0,Mike,Kolls,Lib,63493,64018,2,51412,0,2022-11-09T01:51:27.461Z
