captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.winner,candidates.1.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-07T20:37:34.123Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,650000,99,0,999384,0,0,,,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-08T21:49:21.441Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,635637,99,0,993982,0,0,,,,,,
1667947162,2022-11-08 22:39:22 +0000,f4d4d4ee9c0c708eecc555d85fad1ae05b59ac98,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-08T22:32:54.490Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,635637,99,0,993982,0,0,,,,,,
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-08T22:44:41.856Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,635637,99,0,993982,0,0,,,,,,
1667947961,2022-11-08 22:52:41 +0000,61cf3818eb7b56b77db7de41bfdda7ab59f4de65,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-08T22:45:31.279Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,635637,99,0,993982,0,0,,,,,,
1667948492,2022-11-08 23:01:32 +0000,4eb83dd49b993821ffa569282c4b4b23a1b3e76b,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-08T22:54:06.132Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,635637,99,0,993982,0,0,,,,,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T01:11:32.013Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,650000,99,0,999384,0,0,,,,,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T01:20:38.379Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,650000,99,0,999384,0,0,,,,,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108ID14055,live,0.0,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:00:20.934Z,0,982,0.0,18399,0,0.0,19796,0,0.0,19534,0,0.0,19797,0,0.0,19821,0,0.0,650000,99,0,999384,0,0,X,2022-11-09T04:00:13.484Z,0.0,,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108ID14055,live,9.39,ID,Idaho,13,1,2022-11-09T03:00:00.000Z,state,0,2022-11-09T04:10:30.819Z,35,982,3.56,19534,30525,50.02,18399,26564,43.53,19821,3384,5.54,19796,335,0.55,19797,223,0.37,650000,99,61031,999384,35,92,,,1.0,X,2022-11-09T04:00:13.484Z,0.0
