captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.18399.first,candidates.18399.last,candidates.18399.incumbent,candidates.18399.party,candidates.18399.candidateID,candidates.18399.ballotOrder,candidates.18399.polID,candidates.18399.polNum,candidates.18399.electWon,candidates.19534.first,candidates.19534.last,candidates.19534.party,candidates.19534.candidateID,candidates.19534.ballotOrder,candidates.19534.polID,candidates.19534.polNum,candidates.19534.electWon,candidates.19796.first,candidates.19796.last,candidates.19796.party,candidates.19796.candidateID,candidates.19796.ballotOrder,candidates.19796.polID,candidates.19796.polNum,candidates.19796.electWon,candidates.19797.first,candidates.19797.last,candidates.19797.party,candidates.19797.candidateID,candidates.19797.ballotOrder,candidates.19797.polID,candidates.19797.polNum,candidates.19797.electWon,candidates.19821.first,candidates.19821.last,candidates.19821.abbrv,candidates.19821.party,candidates.19821.candidateID,candidates.19821.ballotOrder,candidates.19821.polID,candidates.19821.polNum,candidates.19821.electWon,candidates.18399.winnerDateTime,isCertified
1667973160,2022-11-08 23:52:40 -0600,a8c30e49fdf2578eef8c8f50f6106d095bb0fc07,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,257086,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667973793,2022-11-09 00:03:13 -0600,471324a7f30a6780d5e1d2eb6bf6c21c79776e91,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,257879,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,257086,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667973964,2022-11-09 00:06:04 -0600,9272ebff43a029380ebf987d0a9fa080674e7e91,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,257879,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667974184,2022-11-09 00:09:44 -0600,5e29bdc6dd3e2b02c04e87a98f0009af6b85de6f,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,295403,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667975032,2022-11-09 00:23:52 -0600,2b4eef55da041b24d8b907ba1775c35ebda992e0,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,340378,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667975855,2022-11-09 00:37:35 -0600,d40e181df232b9ad900add6b9f138db1906ff011,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,356924,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667976630,2022-11-09 00:50:30 -0600,db8e9eae6d57d57ee926ebc81f6ed458df0e5089,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,362769,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667977529,2022-11-09 01:05:29 -0600,41a86a702268ec57df877a606f8777dfeb75024d,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,401770,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667977976,2022-11-09 01:12:56 -0600,49c0f85ed6cbaaac8f357b536c767f0a23714980,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,406970,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667978016,2022-11-09 01:13:36 -0600,7febc527721e6e7f43de63ba3eb206040d4f99d8,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,401770,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667978057,2022-11-09 01:14:17 -0600,45226886ebec704c2559e16aa3f6244612fff44c,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,406970,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667978379,2022-11-09 01:19:39 -0600,1ca0ccd452c54c13f283ba7866676be76a65da06,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,416174,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667979231,2022-11-09 01:33:51 -0600,0aac9649608b65a23e9855cf5cacd405130eb626,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,431670,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,436150,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667980840,2022-11-09 02:00:40 -0600,5418f1636d7484673d071c25f7efde6e91377caa,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,437749,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667980960,2022-11-09 02:02:40 -0600,77e86fad3864f77f6953461bce33086104908ed9,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,439108,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667981805,2022-11-09 02:16:45 -0600,cef5b5fb19b6f6b9bd4c9e58e7a861d84a08f22a,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,459659,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667982636,2022-11-09 02:30:36 -0600,5acc7456ca91022c54c673fb8195b1dd05f915f9,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,460929,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667983471,2022-11-09 02:44:31 -0600,70d36d9850461d49fa32ba3e867341f797936529,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,462940,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667984243,2022-11-09 02:57:23 -0600,7115c058bcd3ff51a93d48244a4b79656d48a186,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,477110,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667985093,2022-11-09 03:11:33 -0600,add46abbfc92cef6d2edcd2670f5bac30248fa35,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,495203,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667986791,2022-11-09 03:39:51 -0600,9a50c153b47784532606d145b7458db430ba2b1b,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,499807,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667987280,2022-11-09 03:48:00 -0600,a88286d7028ba2595139baf03aeca44134230973,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,502535,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,499807,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667987603,2022-11-09 03:53:23 -0600,907e925b1b5bf0815b2f82ea78e7a5d530eaf2f1,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,502535,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667988522,2022-11-09 04:08:42 -0600,a01f68425c1328f1fac7d3f1deda54233c1e0fe0,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,506694,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667990084,2022-11-09 04:34:44 -0600,45716aed81695dc8882d856a53214d8956dc86f7,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,509560,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667990125,2022-11-09 04:35:25 -0600,575f474da52ac9ed8d1a366d90afd59a4bdc22ae,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,506694,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1667990166,2022-11-09 04:36:06 -0600,e6a0850ee69af2de9e8831e4e3b8738cfc8730f8,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,509560,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1668007631,2022-11-09 09:27:11 -0600,e9c4aa6ffc68525165a2de8e97c4f20c2d010fc2,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,517526,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
1668008403,2022-11-09 09:40:03 -0600,8ad92182bca6e3f338c6f1342265586ab3037086,ID-20221108_Eday82,13,General,G,Active Tabulation,Called,S,U.S. Senate,Mike,Crapo,GOP,18399,81,13864,True,True,True,650000,99,533046,999384,True,20221108ID14055,2022-11-08,ID,18399,Mike,Crapo,True,GOP,18399,2,81,13864,0,David,Roth,Dem,19534,1,70327,16480,0,Ray,Writz,CST,19796,3,64860,15766,0,Sierra,Law,Lib,19797,4,69621,16485,0,Scott,Cleveland,Clevelnd,Ind,19821,5,71537,16669,0,2022-11-09T04:00:13.484Z,
