captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.46797.first,candidates.46797.last,candidates.46797.party,candidates.46797.candidateID,candidates.46797.ballotOrder,candidates.46797.polID,candidates.46797.polNum,candidates.46797.electWon,candidates.46798.first,candidates.46798.last,candidates.46798.party,candidates.46798.candidateID,candidates.46798.ballotOrder,candidates.46798.polID,candidates.46798.polNum,candidates.46798.electWon,candidates.46800.first,candidates.46800.last,candidates.46800.party,candidates.46800.candidateID,candidates.46800.ballotOrder,candidates.46800.polID,candidates.46800.polNum,candidates.46800.electWon,candidates.46801.first,candidates.46801.last,candidates.46801.party,candidates.46801.candidateID,candidates.46801.ballotOrder,candidates.46801.polID,candidates.46801.polNum,candidates.46801.electWon,candidates.46798.winnerDateTime
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1300000,99,663549,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,760302,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,968090,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,1033864,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,1073771,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,1091079,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,1095269,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150000,99,1136087,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1165000,99,1142957,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1165000,99,1144455,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1667970461,2022-11-08 23:07:41 -0600,7d669d180641a9a00e537201f92d2f70ea120169,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1165000,99,1148243,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1668006288,2022-11-09 09:04:48 -0600,e0e40b70a1b0540a49aff6a8cd23d9c7034b2ee6,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1165000,99,1148352,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1668025725,2022-11-09 14:28:45 -0600,efe3462ead051ad298b3700e6ee19b1e2f4a5619,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1159952,99,1148352,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1668045365,2022-11-09 19:56:05 -0600,4e57bc9e44ab42ba85ec281d8635c630bcc0b225,OK-20221108_Eday80,37,Special General,G,Active Tabulation,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1159952,99,1149360,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1668205066,2022-11-11 16:17:46 -0600,76d3f867dbe62aeaf3d27bdce29befc64db0a827,OK-20221108_Eday80,37,Special General,G,Gathering Certified Results,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1159952,99,1149360,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
1668568046,2022-11-15 21:07:26 -0600,fdf19c924300bd0f696da3b1b09ba48e5c55394e,OK-20221108_Eday80,37,Special General,G,Gathering Certified Results,Called,S,U.S. Senate,Jim,Inhofe,Inhofe,GOP,46802,1048,37018,True,True,True,Unexpired Term,2,1150481,100,1149360,2286039,True,20221108OK38620,2022-11-08,OK,Kendra,Horn,Dem,46797,3,67030,40768,0,Markwayne,Mullin,GOP,46798,2,62235,40123,0,Robert,Murphy,Lib,46800,1,1044,39973,0,Ray,Woods,Ind,46801,4,64021,40429,0,2022-11-09T01:00:04.280Z
