captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.28667.first,candidates.28667.last,candidates.28667.incumbent,candidates.28667.party,candidates.28667.candidateID,candidates.28667.ballotOrder,candidates.28667.polID,candidates.28667.polNum,candidates.28667.electWon,candidates.31051.first,candidates.31051.last,candidates.31051.abbrv,candidates.31051.party,candidates.31051.candidateID,candidates.31051.ballotOrder,candidates.31051.polID,candidates.31051.polNum,candidates.31051.electWon,candidates.31513.last,candidates.31513.abbrv,candidates.31513.party,candidates.31513.candidateID,candidates.31513.ballotOrder,candidates.31513.polID,candidates.31513.polNum,candidates.31513.electWon,candidates.28667.winnerDateTime,isCertified
1668120565,2022-11-10 16:49:25 -0600,f60b1b574785a5557bbfc6548b776b9096c47eae,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351555,99,347940,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668125535,2022-11-10 18:12:15 -0600,7283b8bef5bf81bfdec5daa6c8f736f547c976f7,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351555,99,347983,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668125577,2022-11-10 18:12:57 -0600,1b8e649a6050073caa0ba0125d27e8b528fe3c96,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351555,99,347940,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668125620,2022-11-10 18:13:40 -0600,49f5e2e752c1d5229933ddebde4a8bb3cef9f96e,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351555,99,347983,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668127255,2022-11-10 18:40:55 -0600,1812b03a1ea0b010eca4e8ced243ca00fad40732,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351555,99,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668132142,2022-11-10 20:02:22 -0600,f7a339043cce61e25a02cbec1b753be08364ff35,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351497,99,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668132184,2022-11-10 20:03:04 -0600,29b6a6cbfa3fdf185996b1e0c3a72529dcc5fce2,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351555,99,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668132226,2022-11-10 20:03:46 -0600,8487dda9be8dfab35461e1c6b2a71d408aa0f9da,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,351497,99,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1669772409,2022-11-29 19:40:09 -0600,aac3ac502eddb64602b2c1f10e4e50a36cc89b2d,ME-20221108_Eday80,20,General,G,Tabulation Paused,Called,H,U.S. House,Southwest,True,District 1,1,347988,100,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,False
1669841183,2022-11-30 14:46:23 -0600,9961dd3631a6e7573e922da612d52824e082f19d,ME-20221108_Eday80,20,General,G,Tabulation Paused,Called,H,U.S. House,Southwest,True,District 1,1,347983,100,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,False
1669842086,2022-11-30 15:01:26 -0600,30f265f246609dd8fa95a02a46eb9c645accfcfe,ME-20221108_Eday80,20,General,G,Tabulation Paused,Called,H,U.S. House,Southwest,True,District 1,1,347902,100,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,False
1669842963,2022-11-30 15:16:03 -0600,dc89abd56f1894a25b9a662d2f3efcf8a1e76125,ME-20221108_Eday80,20,General,G,Tabulation Paused,Called,H,U.S. House,Southwest,True,District 1,1,349176,100,347988,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,False
1670263799,2022-12-05 12:09:59 -0600,662115b78fd781873cfe88baac5daa6439c6afcf,ME-20221108_Eday80,20,General,G,Tabulation Paused,Called,H,U.S. House,Southwest,True,District 1,1,349176,100,347988,573539,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,False
