captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.28667.first,candidates.28667.last,candidates.28667.incumbent,candidates.28667.party,candidates.28667.candidateID,candidates.28667.ballotOrder,candidates.28667.polID,candidates.28667.polNum,candidates.28667.electWon,candidates.31051.first,candidates.31051.last,candidates.31051.abbrv,candidates.31051.party,candidates.31051.candidateID,candidates.31051.ballotOrder,candidates.31051.polID,candidates.31051.polNum,candidates.31051.electWon,candidates.31513.last,candidates.31513.abbrv,candidates.31513.party,candidates.31513.candidateID,candidates.31513.ballotOrder,candidates.31513.polID,candidates.31513.polNum,candidates.31513.electWon,candidates.28667.winnerDateTime,isCertified
1667970899,2022-11-08 23:14:59 -0600,ca5b649b3885623b3ef37439107a0fa8db2d1846,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,361870,99,233709,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,361870,99,248820,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667972585,2022-11-08 23:43:05 -0600,801d3f687be77bd20982c8b22a575eda658a7594,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,356767,99,258702,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,356767,99,262881,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,356767,99,258702,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667973964,2022-11-09 00:06:04 -0600,9272ebff43a029380ebf987d0a9fa080674e7e91,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,356767,99,262881,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,356767,99,267916,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667975443,2022-11-09 00:30:43 -0600,d3fce30549290fb6ab466f77998222999d6c79b9,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,356767,99,287391,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667977161,2022-11-09 00:59:21 -0600,d4158baa35ee56754832f9c50c65e72445101881,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338180,99,287391,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667978704,2022-11-09 01:25:04 -0600,063886ef628b03936d6bad5059dd21f00c0a4b43,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338180,99,290634,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1667979473,2022-11-09 01:37:53 -0600,5d943cd360aaf4835af0f146a5a7aa603bfdd4cb,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,337986,99,290634,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668006573,2022-11-09 09:09:33 -0600,e240040bb24af9f262fe43237ee4ca62dcc50c70,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,337986,99,290614,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668009015,2022-11-09 09:50:15 -0600,a58abf3ce5014c3ab300c7ccbe315dede076fe2d,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,337986,99,291993,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668009915,2022-11-09 10:05:15 -0600,deca978d2dbb8ad869cb71528fef42155ecc7a0d,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,337986,99,292747,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668010703,2022-11-09 10:18:23 -0600,6d7acff3176b9752a5c9b92ef5b1f6ce3b6e6ae3,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,337986,99,300308,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668014018,2022-11-09 11:13:38 -0600,8bcbfebaf000247d589b51a6db21a1a627d84fe4,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,337986,99,312783,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668019856,2022-11-09 12:50:56 -0600,ec0e356d30cec8af4199e2186e0a6655699be0f2,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338672,99,315940,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668021514,2022-11-09 13:18:34 -0600,4a8e62176a0a4c2b52ee5c15e617c23cc1107349,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338672,99,318623,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668022892,2022-11-09 13:41:32 -0600,3ab14a362bf7f740c8ec0d5890ca3e987752a762,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338672,99,320738,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668023221,2022-11-09 13:47:01 -0600,eb718767d88fd907cb1f9dd503f07df58651dab0,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338705,99,320738,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668028393,2022-11-09 15:13:13 -0600,a1db96bfae9bb060277f74ce20b7b07a64ed8e94,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338705,99,322174,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668031087,2022-11-09 15:58:07 -0600,544285d16540eeeec86c348a7debd0f4bd2e5d6a,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338705,99,322666,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668031880,2022-11-09 16:11:20 -0600,d22b4026aeb5cd80f9a9778ee8df26e4cd984f2d,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338568,99,322726,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668032794,2022-11-09 16:26:34 -0600,167a1f0b87f3a37d8b01b64920065f8813272223,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338568,99,328367,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668035388,2022-11-09 17:09:48 -0600,1ac470fef146e29e373252b864ffce6bd6f4bcab,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338568,99,329681,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668041974,2022-11-09 18:59:34 -0600,3c369e262755e4dae836527066e22c2558f15174,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338568,99,330370,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668051187,2022-11-09 21:33:07 -0600,d5e5f4111f9c62d623677f8ebf655ca2cdc20186,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338641,99,330370,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668089286,2022-11-10 08:08:06 -0600,c650b387684db90e8705bce5172c9c77765ee94c,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338641,99,330654,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668100780,2022-11-10 11:19:40 -0600,2d6a7d44a2c94c9886c20c46ab422cc092be7899,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338641,99,332209,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668108300,2022-11-10 13:25:00 -0600,998b2039e4169b82396430a0418f98649dbce976,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,338641,99,334046,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668113741,2022-11-10 14:55:41 -0600,9c81a71bca288a914d5715c71696dbadc52644ee,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,339309,99,334046,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
1668119802,2022-11-10 16:36:42 -0600,053b3b39b932e384d0d4f090bd4b957a49a7e015,ME-20221108_Eday80,20,General,G,Active Tabulation,Called,H,U.S. House,Southwest,True,District 1,1,339309,99,347940,463929,True,20221108ME20644,2022-11-08,ME,28667,Chellie,Pingree,True,Dem,28667,1,59613,24400,0,Edwin,Thelander,Thelandr,GOP,31051,2,70433,26247,0,Total Write-Ins,TtlWrt-,Oth,31513,3,100008,26480,0,2022-11-09T04:16:22.562Z,
