captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.23731.last,candidates.23731.party,candidates.23731.candidateID,candidates.23731.ballotOrder,candidates.23731.polID,candidates.23731.polNum,candidates.23731.electWon,candidates.23732.last,candidates.23732.party,candidates.23732.candidateID,candidates.23732.ballotOrder,candidates.23732.polID,candidates.23732.polNum,candidates.23732.electWon,raceCallStatus,candidates.23731.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,FL-20221108_Eday80,10,Ballot Issue,G,Awaiting Poll Close,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,9139276,99,0,13708914,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,1261235,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,2507968,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,3844755,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,4681022,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,5005001,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,5042033,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,5005001,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,5288991,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,FL-20221108_Eday80,10,Ballot Issue,G,Active Tabulation,I,Amendment,As method to amend const,True,True,2 - Abolish Con Rev Commission,1,8500000,99,5567117,11713963,True,20221108FL12231,2022-11-08,FL,No,No,23731,2,3,10809,0,Yes,Yes,23732,1,2,10808,0,,
