captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,LA,22017,2,2022-11-09T01:00:00.000Z,FIPSCode,22017,2022-11-07T03:12:06.649Z,0,0,149,0,25323,0,0,83930,99,0,157643,0,0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,LA,22017,2,2022-11-09T02:00:00.000Z,FIPSCode,22017,2022-11-09T02:01:02.722Z,0,0,149,0,25323,0,0,83930,99,0,157643,0,0
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,LA,22017,2,2022-11-09T02:00:00.000Z,FIPSCode,22017,2022-11-09T02:01:02.722Z,0,0,149,0,25323,0,0,83930,99,0,157643,0,0
1669239295,2022-11-23 15:34:55 -0600,6bbafc238ff56d4bb545e64fc17003a88ae76342,LA,22017,2,2022-11-09T02:00:00.000Z,FIPSCode,22017,2022-11-09T04:52:08.602Z,0,0,149,0,25323,0,0,83930,99,0,157643,0,0
